"ID"	"ERR2493560"	"ERR2493561"	"ERR2493562"	"ERR2493563"	"ERR2493564"	"ERR2493565"	"ERR2493566"	"ERR2493567"	"ERR2493568"	"ERR2493569"	"ERR2493570"	"ERR2493571"	"ERR2493572"	"ERR2493573"	"ERR2493574"	"ERR2493575"	"ERR2493576"	"ERR2493577"	"ERR2493578"	"ERR2493579"	"ERR2493580"	"ERR2493581"	"ERR2493582"	"ERR2493583"	"ERR2493584"	"ERR2493585"	"ERR2493586"	"ERR2493587"	"ERR2493588"	"ERR2493589"	"ERR2493590"	"ERR2493591"	"ERR2493592"	"ERR2493593"	"ERR2493594"	"ERR2493595"	"ERR2493596"	"ERR2493597"	"ERR2493598"	"ERR2493599"	"ERR2493600"	"ERR2493601"	"ERR2493602"	"ERR2493603"	"ERR2493604"	"ERR2493605"	"ERR2493606"	"ERR2493607"	"ERR2493608"	"ERR2493609"	"ERR2493610"	"ERR2493611"	"ERR2493612"	"ERR2493613"	"ERR2493614"	"ERR2493615"	"ERR2493616"	"ERR2493617"	"ERR2493618"	"ERR2493619"	"ERR2493620"	"ERR2493621"	"ERR2493622"	"ERR2493623"	"ERR2493624"	"ERR2493625"	"ERR2493626"	"ERR2493627"	"ERR2493628"	"ERR2493629"	"ERR2493630"	"ERR2493631"	"ERR2493632"	"ERR2493633"	"ERR2493634"	"ERR2493635"	"ERR2493636"	"ERR2493637"	"ERR2493638"	"ERR2493639"	"ERR2493640"	"ERR2493641"	"ERR2493642"	"ERR2493643"	"ERR2493644"	"ERR2493645"	"ERR2493646"	"ERR2493647"	"ERR2493648"	"ERR2493649"	"ERR2493650"	"ERR2493651"	"ERR2493652"
"Seq48"	0	0	0	281	43	29	129	1128	54	0	192	48	51	0	76	44	47	0	0	203	63	30	0	1857	299	238	0	0	30	0	0	54	0	0	0	61	0	0	36	243	642	380	41	243	97	0	0	0	0	0	344	0	33	22	0	883	30	1209	48	932	363	29	28	0	0	87	180	163	75	0	63	320	0	281	54	123	22	52	147	210	118	0	52	0	988	0	111	31	0	131	0	0	0
"Seq49"	0	0	445	29	519	0	47	0	0	16	42	656	0	77	0	522	8	356	0	34	184	0	786	0	529	147	0	0	20	749	47	65	0	237	8	55	0	28	666	0	196	0	475	0	336	21	0	2939	36	347	0	0	0	0	0	26	248	0	125	0	0	571	544	0	28	14	42	0	78	145	0	71	46	0	0	0	0	0	0	0	64	16	42	151	15	170	41	91	84	0	0	0	0
"Seq50"	0	0	0	263	44	0	138	998	37	0	165	46	42	0	40	59	45	0	0	196	40	35	0	1762	267	250	0	0	33	0	0	72	0	0	0	74	0	33	60	205	592	425	35	241	112	0	0	0	0	0	335	0	0	14	0	834	17	1149	48	933	340	0	61	0	0	116	144	162	68	28	68	283	0	332	75	121	25	73	111	175	100	16	51	22	927	0	113	35	0	116	0	0	21
"Seq51"	0	0	61	117	45	0	95	37	253	0	595	0	44	91	0	84	39	85	0	36	0	0	201	307	575	198	1005	0	214	263	346	232	29	133	34	278	0	1085	71	109	908	0	0	0	135	0	43	302	100	0	0	229	112	205	0	173	0	84	31	0	164	118	631	0	0	133	53	44	66	0	233	369	0	357	0	0	0	0	415	355	49	16	0	0	224	0	91	44	0	423	340	0	0
"Seq52"	0	0	427	35	486	0	37	0	0	43	46	611	0	74	0	446	0	315	0	40	163	0	803	0	563	142	0	0	21	866	39	73	0	221	0	54	20	48	723	5	166	0	459	0	286	20	0	2901	37	390	18	0	0	0	0	32	211	0	136	0	9	604	564	0	0	15	43	0	39	117	0	52	33	0	0	0	0	0	0	0	0	19	33	159	0	182	31	96	52	0	0	0	0
"Seq53"	0	21	146	484	700	11	31	135	501	0	207	243	291	127	64	111	144	148	0	20	49	2	165	121	533	57	0	0	19	138	7	581	13	0	41	979	17	74	50	285	226	96	47	12	90	0	54	36	21	40	89	43	30	15	0	251	8	181	34	132	71	53	261	0	0	72	189	98	240	105	46	354	0	148	50	63	132	0	28	124	144	0	38	26	1542	49	174	45	48	204	262	0	485
"Seq54"	0	0	108	0	21	0	18	0	0	0	0	0	0	0	0	53	0	0	0	247	1217	70	0	0	0	12	0	0	0	6	0	449	0	7	0	0	0	394	187	0	62	463	712	166	64	7	8	1979	116	236	0	171	18	0	0	333	751	759	17	219	64	405	1055	0	0	43	241	83	71	15	24	41	0	61	111	67	0	0	0	0	46	21	191	225	34	194	63	134	73	167	64	0	364
"Seq55"	0	78	32	62	0	111	0	0	110	0	192	90	296	190	459	15	401	196	0	292	207	203	122	387	192	83	814	0	1073	130	881	26	27	83	87	19	0	347	0	202	324	351	79	56	234	25	82	40	116	0	0	90	226	193	0	104	0	94	0	62	117	34	317	0	0	0	43	0	89	79	75	776	0	90	0	0	0	0	94	513	56	0	78	0	17	0	40	31	0	202	86	0	29
"Seq56"	0	0	147	500	738	9	19	122	468	0	228	197	283	100	57	100	91	154	0	12	47	2	167	144	508	43	0	0	12	142	0	574	7	0	37	902	14	44	47	242	213	83	48	9	83	0	44	41	30	46	52	31	47	14	0	240	0	163	20	163	76	52	226	0	0	64	143	87	186	89	42	345	0	105	36	70	121	1	20	121	109	0	47	27	1542	44	162	39	52	201	227	0	488
"Seq57"	0	48	25	68	0	93	0	26	74	0	157	56	303	194	421	0	342	192	0	275	214	181	102	309	200	80	931	0	956	108	907	0	27	97	109	0	0	362	38	151	338	346	80	48	187	0	64	53	126	0	0	95	174	156	0	90	29	92	0	78	96	32	307	0	0	50	48	20	51	71	94	728	0	108	0	0	0	0	109	476	59	0	51	0	0	0	75	32	37	214	96	0	16
"Seq58"	0	263	51	0	0	0	0	0	11	6	651	12	177	149	28	0	485	465	0	1205	999	236	176	0	0	0	0	0	169	42	443	0	0	34	61	0	0	541	400	215	843	158	22	85	383	0	0	423	170	0	50	0	0	0	0	145	0	22	76	0	142	253	225	0	14	128	57	0	71	286	0	53	0	271	0	0	0	0	9	0	65	0	44	0	28	0	194	71	125	138	77	0	0
"Seq59"	0	0	0	296	0	0	0	699	0	0	88	250	180	0	759	0	0	0	0	174	0	0	0	1478	0	278	0	15	0	0	0	0	49	0	0	0	0	335	0	1237	299	1746	49	152	63	0	259	0	376	0	0	0	0	0	0	227	0	137	0	62	935	0	41	0	0	73	0	0	43	0	0	231	0	270	0	0	0	98	0	111	0	0	42	0	0	0	84	0	167	0	0	0	0
"Seq60"	0	0	0	97	0	0	0	30	0	0	1585	0	52	42	0	69	31	0	0	0	0	0	0	131	93	0	70	0	0	0	0	0	0	0	0	27	0	0	232	37	35	0	0	0	0	0	0	0	0	0	0	0	0	36	0	985	0	1064	0	551	74	114	0	0	0	639	114	61	96	0	43	80	0	1916	33	0	0	0	0	0	157	49	0	0	132	29	799	80	74	952	512	0	0
"Seq61"	0	0	0	281	54	0	40	129	0	0	803	1497	153	195	453	28	112	189	0	0	55	0	192	115	707	60	34	0	0	0	0	61	0	59	0	483	8	544	38	0	160	447	213	301	503	0	0	107	0	0	0	0	0	0	0	243	17	213	0	178	0	86	505	0	0	91	87	0	54	96	30	155	0	273	0	0	0	0	0	110	44	0	110	0	218	0	123	31	131	78	96	0	0
"Seq62"	0	0	365	0	27	0	0	0	0	0	95	530	0	115	0	1644	0	310	0	0	413	0	245	0	33	0	0	0	0	269	0	0	0	160	0	25	0	0	650	0	49	49	1645	15	78	0	0	1497	0	124	0	0	0	0	0	60	481	0	0	10	0	627	36	0	0	0	44	62	56	294	0	50	0	74	0	0	0	0	0	0	30	0	41	164	0	101	121	281	74	0	0	0	0
"Seq63"	0	18	64	140	100	13	55	238	149	0	194	22	16	0	11	76	0	0	15	410	863	144	75	229	138	174	164	0	65	63	378	140	31	30	64	112	0	225	0	0	34	0	0	0	18	14	59	525	439	125	45	104	86	70	0	86	35	65	0	46	45	35	24	0	130	14	320	122	102	16	142	197	173	20	169	133	48	50	261	115	95	24	329	60	49	202	68	53	175	326	253	388	79
"Seq64"	0	0	0	100	0	0	0	0	0	0	1426	0	49	44	0	84	31	0	0	0	0	0	0	133	82	0	85	0	0	0	0	0	0	0	0	0	0	0	210	34	0	0	0	0	0	0	0	0	0	10	0	0	0	41	0	942	25	932	0	388	0	115	0	0	24	599	120	46	87	29	36	80	0	1913	0	43	0	0	0	0	90	48	0	23	118	18	763	88	75	910	533	0	0
"Seq65"	5	0	0	47	45	0	0	63	1134	0	122	72	0	0	0	0	0	0	0	668	926	147	0	743	559	612	0	0	53	0	31	31	55	97	0	47	0	60	0	0	0	245	38	423	144	0	43	0	0	0	0	0	36	0	0	57	0	125	58	0	0	0	0	0	0	34	27	61	0	0	22	540	0	77	0	91	0	0	0	411	41	0	158	0	53	0	43	0	0	1805	75	0	0
"Seq66"	78	0	905	0	0	0	0	0	0	54	0	0	0	113	0	797	0	146	44	50	345	0	182	0	0	0	0	50	0	106	0	0	0	40	0	0	174	69	202	0	0	0	160	0	0	48	0	2869	35	2040	0	0	0	0	24	0	115	0	0	0	0	158	177	0	29	0	75	27	76	74	0	34	43	0	0	0	0	0	0	0	50	49	101	349	0	45	0	164	0	0	0	0	0
"Seq67"	0	253	38	0	0	0	5	0	0	0	630	0	177	108	32	0	395	358	0	1086	891	240	126	0	0	0	0	0	105	46	437	0	0	0	51	0	0	452	386	176	686	161	0	58	314	0	0	385	165	0	62	0	0	0	0	113	10	0	74	0	110	231	232	0	0	124	0	0	34	236	0	39	0	301	0	0	0	0	0	0	37	0	51	0	0	0	220	54	103	131	65	0	0
"Seq68"	0	0	0	228	0	0	0	605	0	0	97	241	127	0	683	0	0	0	0	153	0	0	0	1221	0	256	0	33	0	0	0	0	0	0	0	0	0	315	0	1061	237	1697	45	124	0	0	289	0	323	0	0	0	0	0	0	183	0	122	0	60	804	0	37	0	0	80	0	0	0	24	0	205	0	272	0	0	0	47	0	90	0	0	0	0	0	0	0	0	106	0	0	0	0
"Seq69"	0	0	0	261	46	0	39	83	0	0	689	1451	128	125	371	41	91	162	0	0	0	0	152	99	529	54	28	0	0	0	0	60	0	59	0	528	0	431	29	0	126	407	218	258	421	0	0	78	0	0	0	0	0	0	0	200	0	205	0	123	43	66	489	0	0	92	76	0	55	109	0	173	0	271	0	0	32	0	0	98	31	0	115	0	157	28	83	48	74	73	119	0	0
"Seq70"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	294	0	0	0	144	0	0	5463	0	16	0	0	0	0	0	0	490	0	552	0	0	482	191	0	0	0	15	0	17	0	13	47	0	0	0	0	0	0	0	0	26	0	0	0	0	0	77	226	26	34	0	0	0
"Seq71"	0	0	71	135	84	30	70	150	116	0	157	45	17	0	0	52	11	0	14	352	628	119	70	166	138	141	171	0	69	59	368	155	63	0	101	117	0	163	0	0	26	0	0	0	0	13	28	485	351	128	46	90	86	73	0	50	33	54	0	40	42	0	0	0	107	0	300	102	85	13	134	222	127	21	157	130	53	41	273	101	83	0	280	35	50	153	85	40	131	263	234	327	70
"Seq72"	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	163	881	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	27	238	130	0	48	385	368	136	52	0	0	1380	83	172	0	87	0	0	0	314	634	497	0	156	53	293	597	0	0	22	155	66	54	19	27	40	0	50	69	33	0	0	0	0	61	0	137	203	25	132	53	108	63	109	48	0	224
"Seq73"	0	0	0	39	715	17	54	0	291	0	0	102	0	0	0	0	0	0	0	0	0	0	23	0	0	0	2472	0	0	0	0	377	0	0	0	356	0	0	0	0	0	0	14	0	0	0	22	0	26	0	0	154	80	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	152	1644	0	0	0	0	295	0	224	773	60	0	0	0	130	0	0	42	0	189	0	0	0
"Seq74"	48	0	754	0	0	0	0	0	0	44	0	0	0	101	0	744	0	139	0	0	246	0	162	0	0	0	0	0	0	69	0	0	0	32	0	0	162	75	187	0	0	0	126	0	0	59	0	2491	26	1809	0	0	0	0	0	0	88	0	0	0	0	135	167	0	51	0	64	40	36	58	53	44	28	0	0	0	0	0	0	0	87	35	95	319	0	33	0	105	0	0	0	0	0
"Seq75"	0	49	105	70	67	66	82	230	179	0	112	186	94	54	0	0	42	70	0	450	255	72	111	503	292	285	398	0	33	71	74	117	58	92	49	147	0	32	50	60	181	56	108	0	176	0	100	135	102	112	37	179	41	93	0	24	24	33	17	0	38	55	0	0	0	53	158	65	45	141	163	215	0	44	67	36	57	50	272	158	39	0	62	34	23	60	52	74	52	322	268	0	20
"Seq76"	0	0	270	0	0	0	0	0	0	0	60	448	0	95	0	1317	0	263	0	0	315	0	216	0	0	0	0	0	0	180	0	0	0	123	0	0	0	0	545	0	36	30	1384	0	56	0	0	1252	0	91	0	0	0	0	0	55	320	0	0	0	6	403	0	0	0	0	49	0	41	257	0	64	0	62	0	0	0	0	0	0	24	0	38	126	0	86	108	207	0	0	0	0	0
"Seq77"	0	0	0	29	40	0	0	0	902	0	97	83	0	0	0	0	0	0	0	482	803	141	0	569	452	540	27	0	52	0	0	42	0	95	0	42	0	0	0	0	0	219	39	299	123	0	0	0	12	0	0	38	0	0	0	29	0	116	50	0	0	0	0	0	0	0	28	67	0	0	31	482	0	75	0	61	0	0	0	354	37	0	177	0	52	0	44	0	0	1716	64	0	0
"Seq78"	0	0	0	161	0	0	100	745	0	0	112	0	0	0	0	44	0	0	0	121	0	0	0	1138	159	127	0	0	0	0	0	42	0	0	0	28	0	0	26	124	427	285	0	209	62	0	0	0	0	0	202	0	0	0	0	586	0	679	24	653	253	0	24	0	0	59	108	82	60	0	36	177	0	202	28	75	0	30	86	108	64	0	0	0	722	0	67	24	33	69	0	0	25
"Seq79"	0	0	0	84	6	0	26	899	10	0	20	0	14	0	0	30	1	0	0	10	8	6	0	39	41	22	128	0	38	79	3847	30	764	147	676	22	0	0	0	5	12	13	39	3	4	0	0	0	0	0	63	0	5	18	0	28	1	30	2	40	11	0	4	0	0	4	86	67	52	0	10	13	0	8	47	123	115	30	13	93	35	0	4	0	110	0	10	6	11	10	0	0	118
"Seq80"	0	0	31	67	520	23	92	0	0	0	120	1198	21	75	89	888	31	95	0	23	287	0	182	0	435	10	36	0	0	143	0	33	0	127	0	95	0	115	177	0	78	156	495	38	419	0	0	850	0	0	0	0	0	0	0	0	54	28	0	0	0	55	67	0	0	19	43	8	50	374	104	29	0	0	12	0	14	0	189	0	0	0	21	0	0	17	33	46	0	26	0	0	0
"Seq81"	0	0	57	31	96	0	14	58	0	0	34	1172	77	130	203	0	82	178	24	1070	1114	146	151	0	0	0	0	0	85	103	218	0	59	191	0	0	0	95	0	0	0	0	66	0	0	0	0	133	60	39	42	0	0	0	0	0	15	0	0	0	0	0	0	0	33	0	55	43	37	182	0	57	22	0	16	63	0	37	0	0	48	0	33	155	0	0	0	28	0	0	40	1515	0
"Seq82"	0	0	0	74	7	11	17	949	6	0	16	0	23	0	0	7	1	0	0	14	11	9	0	42	32	31	121	0	57	71	3966	24	644	134	587	27	0	0	0	15	14	14	37	6	11	35	10	0	0	0	70	0	0	15	0	34	4	16	0	27	3	0	2	0	0	6	73	74	37	8	14	9	0	11	42	102	90	43	20	68	27	0	6	4	133	0	12	8	0	3	0	0	100
"Seq83"	0	0	52	46	103	47	9	38	0	0	30	1118	62	148	202	0	130	205	0	1140	1088	178	114	12	0	0	0	0	89	93	250	0	61	140	0	0	0	81	0	0	0	0	55	0	0	0	0	131	68	30	0	0	0	0	0	0	26	0	0	0	0	0	0	0	32	0	71	67	0	193	0	57	20	0	0	41	0	45	0	0	0	0	38	161	23	32	28	0	0	0	44	1483	0
"Seq84"	479	0	0	0	0	62	0	0	0	531	0	0	0	0	0	0	0	0	699	0	0	0	0	18	0	0	0	332	0	0	0	0	0	0	0	0	838	57	0	0	0	0	0	0	19	1529	0	0	0	0	108	0	0	0	1157	0	0	0	0	0	0	0	0	266	345	81	87	0	95	74	81	0	392	0	0	0	0	54	0	0	113	490	45	39	0	0	80	0	0	0	0	0	0
"Seq85"	0	0	0	27	662	21	61	0	214	0	0	34	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2463	0	0	0	0	377	0	0	0	333	0	0	0	0	0	0	0	10	0	0	22	24	0	0	0	127	62	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	158	1483	0	0	0	0	261	0	242	752	0	0	0	0	97	0	21	32	0	152	0	0	0
"Seq86"	0	11	67	299	474	9	20	93	299	0	107	131	165	54	30	65	83	78	0	15	45	0	88	69	316	30	0	0	14	82	9	339	6	0	23	564	4	34	29	159	150	44	25	7	54	0	17	18	20	20	30	29	16	3	0	197	19	94	15	85	55	43	128	0	0	31	100	43	133	64	36	235	0	93	28	45	77	1	16	102	73	0	37	11	1090	29	109	30	42	111	94	0	293
"Seq87"	0	0	77	64	540	0	0	0	0	0	59	0	70	59	0	973	82	217	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	84	0	0	0	81	233	0	244	0	0	0	85	0	0	2365	0	80	0	0	0	0	0	19	381	0	0	0	0	139	32	0	0	45	51	47	71	0	39	69	0	70	0	0	0	0	0	0	36	27	0	0	23	562	87	533	106	0	0	0	0
"Seq88"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	258	0	0	0	106	0	0	4613	0	21	0	0	0	0	0	0	417	0	459	0	0	357	181	0	0	0	21	0	29	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	195	21	16	0	0	0
"Seq89"	21	0	227	0	322	0	33	0	0	0	22	387	14	24	0	278	0	190	0	21	119	0	395	0	327	89	0	0	0	443	29	49	0	115	0	31	20	13	388	7	98	13	253	0	214	0	0	1885	0	210	37	0	0	0	0	0	162	0	55	0	0	377	349	0	0	0	38	29	0	66	36	0	0	0	0	0	0	0	0	0	0	0	0	123	0	103	0	62	0	0	0	0	0
"Seq90"	0	0	0	576	43	47	0	0	0	0	0	0	0	0	160	0	0	0	0	354	65	86	0	0	0	0	0	0	0	0	28	0	0	0	0	78	0	775	0	10	90	71	51	189	49	12	43	78	466	17	0	67	0	0	0	805	0	39	0	17	157	86	232	0	0	15	43	48	0	9	8	36	0	21	41	89	0	0	0	0	49	10	74	26	57	53	45	23	175	0	1872	87	145
"Seq91"	0	0	115	64	583	0	0	0	0	0	69	0	51	96	0	793	48	174	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	55	0	0	0	59	252	0	273	0	0	0	84	0	0	2396	0	48	13	0	0	0	0	22	366	56	0	22	0	113	0	0	0	28	49	30	74	71	21	72	0	26	0	0	0	0	0	0	25	0	0	0	0	537	102	633	105	0	0	0	0
"Seq92"	0	68	81	72	67	45	55	178	126	0	84	154	56	54	44	25	68	77	0	385	174	61	111	379	257	243	396	0	62	84	63	115	37	73	97	97	0	0	48	76	166	46	63	0	134	0	75	129	84	104	33	163	71	98	0	0	0	33	31	10	24	59	0	0	0	44	159	52	59	125	136	208	0	58	84	32	35	41	263	135	41	0	0	23	0	26	56	49	42	267	205	0	7
"Seq93"	0	0	0	45	0	66	0	0	71	0	103	0	165	94	292	0	213	97	0	185	103	99	67	252	112	29	415	0	705	61	529	0	19	43	60	0	0	192	33	109	259	263	42	39	116	0	41	31	90	19	0	56	99	79	0	86	31	64	0	33	81	0	175	0	0	72	0	0	0	42	48	434	0	68	0	0	24	22	66	298	49	0	0	0	0	0	31	0	19	131	43	0	0
"Seq94"	0	0	191	0	290	0	23	0	0	0	27	366	0	39	0	214	11	182	0	21	89	0	398	0	336	74	0	0	0	529	27	37	0	111	0	0	0	0	375	0	90	0	245	0	145	0	0	1720	0	223	0	0	0	0	0	0	150	0	67	0	0	360	297	0	0	0	0	20	0	78	0	0	0	0	0	0	0	0	0	0	32	0	0	83	0	92	0	71	0	0	0	0	0
"Seq95"	0	0	137	37	769	0	0	0	467	0	0	18	161	0	0	19	0	101	0	0	36	0	125	0	430	30	0	0	0	119	0	554	0	0	0	798	0	0	0	42	44	0	0	0	111	0	0	0	0	30	31	56	20	0	0	0	0	0	0	0	0	0	0	0	13	0	120	33	85	73	34	154	0	0	55	0	83	0	19	146	112	0	0	23	1477	25	30	30	0	352	0	0	0
"Seq96"	0	0	189	0	0	18	0	0	0	0	314	310	41	71	0	673	38	136	33	17	277	0	515	0	27	0	0	0	46	229	100	14	0	71	0	0	0	336	172	7	69	16	33	16	66	10	13	1102	76	111	0	8	0	0	0	57	37	0	9	19	24	61	48	0	48	43	44	11	44	36	13	27	59	137	0	0	0	0	0	0	53	0	40	60	0	54	106	130	162	0	332	168	13
"Seq97"	71	0	571	0	0	19	0	0	0	65	84	0	10	0	0	221	47	86	108	0	74	0	133	0	0	0	0	47	0	370	10	0	0	72	0	0	141	56	197	0	0	0	0	0	107	184	0	2214	28	932	43	0	0	0	44	0	50	0	0	0	0	0	0	44	51	49	0	0	56	0	0	68	58	69	0	0	0	0	0	0	73	76	0	0	0	365	0	0	0	0	0	0	0
"Seq98"	0	0	9	451	31	38	0	0	0	0	0	22	0	0	150	0	0	0	0	304	52	66	0	0	0	0	0	0	0	0	17	0	0	0	0	68	0	780	23	6	87	55	56	186	48	0	37	49	376	18	0	36	0	0	0	651	0	36	0	8	157	70	200	0	8	14	25	47	28	0	7	28	0	17	15	60	0	0	0	0	0	0	62	16	41	23	46	0	165	0	1852	104	123
"Seq99"	0	0	56	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	134	636	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	189	110	0	0	300	344	105	32	0	0	1055	68	147	0	58	0	0	0	240	479	407	0	150	39	215	566	0	0	0	101	35	35	0	0	39	0	39	68	0	0	0	0	0	40	0	123	122	0	96	44	81	45	90	30	0	178
"Seq100"	0	0	0	69	0	0	0	25	0	0	937	0	0	0	0	30	0	0	0	0	0	0	0	83	40	0	48	0	0	0	0	0	0	0	0	27	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	36	653	0	276	0	68	0	0	0	398	90	28	57	0	0	73	0	1252	0	0	0	0	0	0	92	0	0	31	111	0	572	58	56	505	247	0	0
"Seq101"	0	0	0	73	591	0	121	0	0	0	0	793	0	0	103	973	0	104	0	0	279	0	196	0	378	0	0	0	0	120	0	0	0	0	0	0	0	111	147	0	0	143	522	0	413	0	0	722	0	0	0	0	0	0	0	0	61	0	0	0	0	57	71	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	45	0	0	0	0	0
"Seq102"	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0	662	779	39	1020	0	0	0	314	0	0	1450	0	0	0	0	0	0	0	0	0	0	109	0	251	0	1313	0	0	0	0	0	0	0	0	73	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0
"Seq103"	0	0	178	0	24	8	0	0	0	0	247	276	30	95	29	628	21	115	41	19	250	0	468	0	50	0	0	0	26	211	90	22	0	64	0	0	0	300	140	0	60	19	55	11	67	0	0	1140	87	103	0	0	0	0	0	56	39	22	0	9	13	18	60	5	39	70	44	17	38	54	15	24	48	130	0	0	0	0	0	0	36	0	76	37	0	61	126	107	129	0	243	177	0
"Seq104"	0	0	101	51	534	0	0	0	0	0	72	0	43	88	0	727	49	140	0	0	0	0	32	0	0	0	0	0	0	48	0	0	0	42	0	0	0	62	256	14	198	0	0	0	62	0	0	2021	0	46	0	0	0	0	0	29	306	49	0	0	0	113	0	0	0	35	33	29	61	0	29	104	0	19	0	0	0	0	0	0	47	0	0	0	22	451	75	494	84	0	0	0	0
"Seq105"	0	0	0	146	38	0	0	100	0	0	492	906	84	96	298	24	81	97	0	0	0	0	100	77	407	0	14	0	0	0	0	42	0	0	0	293	0	262	0	0	113	342	131	236	274	0	0	57	0	0	0	0	0	0	0	163	0	124	0	116	34	60	307	0	0	53	35	0	35	67	0	82	0	167	35	0	31	0	0	80	39	0	88	0	128	0	66	30	84	0	26	0	0
"Seq106"	0	0	363	0	0	37	13	0	0	30	47	416	0	143	0	348	0	646	31	70	514	21	503	0	0	0	44	0	0	214	39	0	0	183	0	114	0	218	132	0	149	0	41	0	97	0	0	667	57	270	0	0	0	0	14	0	41	0	24	0	6	216	150	0	0	19	66	0	0	116	0	0	63	48	0	12	0	0	0	0	58	0	30	0	14	124	24	39	39	0	25	0	0
"Seq107"	0	0	0	176	0	28	47	1821	0	0	51	0	0	0	99	0	0	0	0	0	0	0	0	30	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	415	238	1167	34	89	0	0	165	0	0	0	97	0	310	74	0	54	0	0	0	40	0	0	0	0	0	49	44	91	33	0	0	0	0	183	0	136	0	0	0	0	25	0	189	0	52	0	0	0	0	0	555	130	39
"Seq108"	0	0	0	184	0	0	35	1778	0	0	73	0	0	0	90	0	0	0	0	0	0	0	0	27	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	496	302	1062	41	63	0	0	153	0	0	0	102	0	394	90	0	51	0	0	0	35	0	0	0	0	0	54	42	107	0	0	0	0	0	161	0	141	0	0	0	0	0	0	196	0	68	0	0	0	0	0	536	133	24
"Seq109"	0	0	0	17	0	25	0	6	0	0	9	18	0	0	38	0	0	0	0	901	37	232	0	94	30	58	0	0	0	4	18	0	0	0	0	0	0	1455	0	0	7	322	10	0	0	0	70	44	210	10	34	0	40	0	0	236	0	169	0	37	44	0	10	0	0	97	46	35	36	6	9	31	0	149	0	54	0	11	0	0	44	10	195	0	68	19	86	21	459	48	517	308	0
"Seq110"	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614	756	41	941	0	0	0	329	0	0	1423	0	0	0	0	0	0	0	0	0	22	117	0	243	0	1344	0	0	0	0	0	0	0	0	65	0	57	0	0	0	0	0	26	0	0	0	0	0	0	0	0	39	0	0	0	0
"Seq111"	0	0	66	50	444	0	0	0	0	0	51	0	48	53	0	814	60	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	71	238	0	171	0	0	0	57	0	0	2001	0	66	0	0	0	0	0	30	325	0	0	0	0	108	0	0	0	42	45	44	57	0	26	77	0	48	0	0	0	0	0	0	48	18	0	0	0	434	81	465	80	0	0	0	0
"Seq112"	0	0	130	17	729	0	0	0	442	0	0	0	131	0	0	17	0	90	0	0	30	0	135	0	371	52	0	0	0	113	0	504	0	0	0	728	0	0	0	27	38	0	0	0	92	0	0	0	0	22	15	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	21	93	60	41	144	0	0	51	0	62	0	32	113	76	10	0	23	1288	25	32	25	0	335	0	0	0
"Seq113"	0	0	331	0	0	0	14	0	0	0	31	374	0	128	0	303	41	619	36	71	479	25	507	14	0	0	0	26	0	248	0	0	11	144	0	125	0	224	129	0	123	44	50	0	95	0	36	610	79	268	21	0	0	0	0	21	27	0	49	0	0	215	162	0	0	0	31	13	0	87	0	0	59	31	0	12	0	0	0	0	33	0	33	0	0	123	18	58	48	0	16	0	0
"Seq114"	0	0	0	99	60	19	36	177	89	0	112	21	11	0	0	0	20	0	0	262	486	97	34	156	74	90	101	0	34	41	234	104	36	0	35	77	0	120	0	21	0	0	0	0	0	0	28	312	248	72	38	65	45	36	0	67	26	39	0	0	31	39	0	0	83	7	209	75	70	0	78	122	101	0	94	86	56	0	147	59	57	0	236	0	34	115	54	40	108	160	117	263	30
