"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","connectance","fixed"
"608",0,7,0,12,2,0,4,52,165,1,0,22,18,18,1,0,10,0,0,1,2,4,0,16,0,0,0,0,12,0,8,18,24,0,31,0,26,1,1,1,0,1,0,0,0,1,0,10,10,5,0,200
"609",42,0,31,0,1,30,3,14,0,0,0,0,5,12,0,34,0,18,0,0,0,0,0,0,6,1,0,2,8,3,4,59,6,0,0,1,3,0,0,0,0,0,0,0,0,1,12,188,0,0,0,200
"610",0,3,8,2,0,0,55,0,0,0,0,3,2,0,10,0,0,2,1,0,0,0,35,78,84,0,18,4,0,0,0,5,0,4,0,0,0,90,0,36,0,1,5,3,0,2,4,26,1,2,0,200
"611",0,12,23,0,0,0,59,15,4,0,0,0,18,79,0,2,0,17,0,0,16,0,1,1,0,15,0,0,41,0,18,0,24,1,78,0,2,3,26,0,0,20,0,2,0,0,0,6,1,0,0,200
"612",0,0,0,0,0,0,2,3,0,0,0,1,1,21,0,0,28,30,34,6,61,0,11,0,1,0,0,0,0,97,2,2,43,11,0,0,6,15,0,0,0,16,0,2,18,0,73,0,0,0,0,200
"613",1,0,0,4,0,50,0,3,3,10,2,0,0,6,7,0,0,67,1,0,3,4,0,6,0,0,19,0,142,0,0,0,39,13,14,0,0,0,3,0,18,50,14,0,0,0,0,0,0,5,0,200
"614",34,0,10,0,3,0,3,43,0,7,0,14,2,0,0,13,0,92,4,22,0,0,2,48,66,0,0,85,1,1,0,0,0,0,0,0,3,0,0,15,0,0,6,0,0,0,0,5,0,5,0,200
"615",0,16,0,15,0,0,5,0,0,0,2,2,0,4,96,7,1,6,2,38,0,8,0,2,8,0,0,5,42,76,2,7,0,8,3,6,26,9,0,1,16,0,1,0,1,0,13,53,3,0,0,200
"616",6,3,0,1,2,5,1,0,0,0,2,0,12,78,6,1,70,16,0,1,17,0,47,0,0,1,29,0,5,0,59,2,0,22,25,13,0,21,0,0,3,0,0,0,2,0,6,24,3,1,0,200
"617",0,0,6,0,0,24,0,0,0,0,0,1,0,1,0,24,0,1,0,0,0,0,0,0,0,20,62,33,1,1,15,155,1,1,0,0,0,0,0,0,32,7,0,11,32,0,11,2,7,36,0,200
"618",22,44,64,0,0,0,0,3,0,0,3,0,1,0,2,1,28,0,18,0,32,0,0,0,72,0,5,0,0,0,5,33,8,1,10,4,1,0,0,3,0,0,0,7,1,0,84,0,0,32,0,200
"619",0,0,0,47,2,0,3,65,38,0,0,0,0,8,0,3,66,0,10,3,0,0,2,0,6,0,19,5,5,0,0,0,0,0,0,2,0,0,0,0,0,8,29,11,27,72,0,0,53,0,0,200
"620",0,6,0,0,0,0,4,41,9,0,0,0,0,19,140,6,1,0,1,7,56,0,5,0,0,3,0,56,21,2,0,32,11,0,0,1,0,1,0,0,0,1,41,0,0,8,0,1,11,0,0,200
"621",26,0,15,0,6,25,82,84,0,0,25,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,36,64,2,0,3,0,13,7,6,8,0,0,14,0,17,3,1,0,44,0,0,0,0,200
"622",3,1,2,3,10,1,0,0,1,0,0,0,63,36,74,1,46,29,2,0,11,0,3,5,0,7,0,0,2,0,0,11,16,8,6,12,11,6,20,47,0,30,0,0,7,0,0,3,5,2,0,200
"623",0,0,0,0,0,0,9,60,0,0,0,2,0,2,0,39,14,7,60,34,0,0,0,1,0,26,0,39,0,2,14,0,0,39,0,3,0,8,30,0,0,4,18,0,13,1,9,50,0,0,0,200
"624",0,4,23,0,0,0,2,56,8,6,16,15,0,0,0,14,56,0,41,21,0,0,1,7,0,0,0,15,17,0,0,35,0,35,1,0,0,0,12,4,40,0,0,0,46,4,1,3,0,1,0,200
"625",0,12,0,0,2,0,7,56,10,0,0,0,0,29,0,11,7,14,3,0,3,0,51,0,85,28,0,3,0,0,18,1,1,0,1,21,0,43,0,3,0,1,0,56,2,0,0,13,1,2,0,200
"626",8,0,0,1,0,0,3,0,0,1,16,1,2,0,77,41,0,1,0,5,0,103,0,2,10,15,0,5,0,42,0,25,9,0,7,0,0,1,2,8,1,9,29,3,4,8,21,0,8,16,0,200
"627",8,63,19,23,0,0,4,0,0,0,0,0,0,98,5,0,0,6,1,0,5,0,1,0,0,2,8,3,14,0,0,4,0,23,0,0,14,7,13,6,1,89,0,0,0,0,66,0,1,0,0,200
"628",1,10,7,3,2,3,42,3,2,14,0,2,0,0,0,2,84,50,27,0,0,38,13,0,3,3,26,2,37,0,0,26,1,0,1,4,0,0,0,28,1,9,5,2,9,1,10,13,0,0,0,200
"629",8,0,50,0,2,1,0,0,9,13,0,12,40,0,0,1,1,1,0,0,5,0,7,0,0,90,7,1,52,0,4,44,1,28,25,0,17,4,0,5,0,0,0,2,13,1,39,1,0,0,0,200
"630",1,1,0,1,5,89,1,0,0,8,0,0,0,0,7,1,3,6,0,0,40,0,0,0,0,5,5,0,3,152,13,0,0,2,7,2,0,0,0,11,7,0,79,27,2,1,0,2,0,3,0,200
"631",45,113,1,0,0,0,3,1,4,0,0,5,72,1,0,0,18,5,45,0,21,0,0,3,8,0,0,0,0,0,0,5,38,0,0,0,0,32,1,0,1,16,11,0,0,12,22,1,0,0,0,200
"632",1,115,2,0,5,13,3,5,35,6,52,19,0,6,27,1,6,0,0,0,0,0,4,4,1,0,2,46,0,3,4,3,13,65,0,12,5,1,5,6,0,0,4,0,0,0,0,8,1,1,0,200
"633",0,0,3,0,0,8,1,2,1,0,0,2,38,21,0,3,3,0,6,1,1,4,0,0,25,4,0,0,8,59,16,0,0,68,8,0,2,0,6,0,0,32,29,5,0,5,5,60,19,39,0,200
"634",29,4,2,29,49,19,0,1,18,8,0,43,0,6,7,0,15,0,0,0,15,7,58,0,0,19,0,3,5,0,0,0,8,10,20,0,35,4,3,0,0,3,6,9,0,6,0,0,0,43,0,200
"635",20,0,3,8,54,13,2,1,43,52,0,0,0,51,4,15,0,20,1,1,36,2,0,0,3,0,6,0,0,0,5,0,1,0,1,0,0,10,0,3,32,0,7,0,1,6,6,0,2,75,0,200
"636",0,3,21,1,3,0,0,24,4,5,12,0,0,3,1,0,27,77,11,0,0,0,5,15,41,0,1,1,23,7,7,1,14,0,113,1,5,5,0,0,0,0,26,0,0,3,0,0,24,0,0,200
"637",43,0,1,0,0,5,3,0,0,22,13,1,0,0,0,0,43,0,16,8,31,3,0,0,0,1,0,10,0,0,12,0,1,0,3,0,23,73,11,22,7,12,74,1,18,22,2,3,0,0,0,200
"638",1,16,67,3,49,0,1,1,0,0,12,0,14,27,0,0,7,0,0,45,0,15,0,0,13,0,19,0,0,0,0,1,113,5,0,0,16,0,6,9,0,1,4,0,37,1,0,1,0,0,0,200
"639",25,7,10,0,4,106,0,49,0,0,0,0,0,0,0,0,2,6,0,0,33,0,29,0,25,0,0,0,0,0,0,0,23,0,18,3,58,1,36,0,0,0,20,6,0,4,4,1,0,14,0,200
"640",1,0,21,0,0,39,8,0,11,0,0,0,4,0,67,14,1,0,0,0,4,1,22,0,3,3,1,1,0,0,1,1,0,35,6,1,6,95,13,0,10,0,0,0,2,16,0,44,1,52,0,200
"641",0,1,1,0,23,19,0,3,0,10,85,2,0,0,0,10,0,15,0,0,1,9,0,0,0,22,0,0,0,0,0,0,7,108,0,15,0,11,0,0,3,0,1,92,6,0,25,8,7,0,0,200
"642",2,3,0,0,0,0,0,5,2,0,3,0,13,20,0,1,2,32,0,0,0,27,0,0,0,27,2,19,6,3,0,12,2,49,1,0,2,0,2,0,105,50,64,0,19,9,1,1,0,0,0,200
"643",13,1,1,2,11,2,0,0,0,0,0,0,1,0,0,0,6,15,6,9,0,0,21,35,0,0,116,0,23,52,3,27,2,15,10,11,0,6,69,0,0,15,0,0,8,3,1,0,0,0,0,200
"644",0,7,0,44,39,0,0,120,0,9,0,0,57,6,0,67,0,5,0,0,2,0,54,0,4,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,42,0,0,0,5,13,0,0,2,0,0,200
"645",0,21,1,0,2,7,0,0,6,0,3,0,3,0,0,60,39,10,13,0,0,79,0,51,0,0,0,20,0,0,0,3,0,1,0,1,1,2,14,6,0,55,35,0,0,0,51,0,0,0,0,200
"646",37,8,2,1,0,3,9,60,0,0,0,2,0,0,1,11,0,0,0,2,9,45,0,1,2,15,11,43,44,0,6,0,2,0,0,8,0,0,0,0,6,0,0,2,0,72,5,43,0,34,0,200
"647",0,0,4,55,2,1,15,0,0,22,0,1,1,0,0,4,1,0,0,5,0,6,94,5,2,0,0,11,0,16,61,0,0,0,0,9,0,4,1,34,0,3,0,15,0,16,0,0,4,92,0,200
"648",2,20,1,17,0,0,1,8,5,23,1,2,0,67,1,0,5,27,0,0,0,3,1,6,1,2,0,1,6,1,1,16,0,7,0,12,17,0,8,98,0,0,74,0,0,28,3,0,19,0,0,200
"649",1,0,0,0,0,0,0,190,0,0,2,5,22,16,0,0,0,2,1,4,10,0,0,0,2,33,0,0,2,11,91,0,0,8,0,0,0,0,9,0,0,0,0,4,0,2,45,18,6,0,0,200
"650",0,2,4,7,9,2,10,0,0,3,0,41,0,0,50,0,16,5,0,0,0,0,5,2,64,0,0,1,0,0,42,0,0,96,0,17,0,0,0,0,7,10,0,30,0,0,0,61,0,0,0,200
"651",0,2,24,4,12,0,25,0,65,0,1,0,39,1,0,15,8,0,0,46,7,14,7,5,0,2,1,0,20,0,10,1,7,3,0,0,1,0,2,25,0,27,1,106,2,0,0,1,0,0,0,200
"652",2,5,0,45,0,34,1,9,115,0,11,0,0,20,0,0,2,33,0,2,0,0,6,43,15,0,2,1,18,0,20,0,0,28,18,0,0,11,10,0,0,1,2,23,0,0,1,3,3,0,0,200
"653",0,0,5,0,63,3,0,0,4,20,0,1,1,0,0,0,3,35,23,30,0,7,11,2,0,0,6,11,30,43,14,3,5,0,3,0,11,0,0,1,135,0,1,0,9,0,0,0,4,0,0,200
"654",0,1,0,8,1,0,2,0,35,7,0,0,0,0,87,0,0,0,0,0,0,4,1,0,0,1,2,26,28,0,0,32,0,8,4,2,1,0,4,1,0,10,1,21,43,3,22,5,0,124,0,200
"655",1,8,14,0,52,0,24,0,1,1,2,0,31,5,3,0,0,0,15,0,0,0,8,0,6,0,0,1,1,0,0,1,6,0,163,3,49,0,0,0,3,0,0,0,0,0,42,39,4,1,0,200
"656",0,57,40,36,0,0,2,0,27,1,0,0,1,1,2,25,0,5,12,33,53,1,19,0,11,4,2,1,2,0,44,0,0,1,0,67,0,0,21,0,0,0,0,4,0,0,0,2,10,0,0,200
"657",0,1,0,166,2,2,22,79,0,3,0,1,6,19,4,0,0,3,0,0,0,5,0,0,0,0,0,1,0,0,15,4,7,0,0,3,21,0,4,4,9,52,0,0,0,0,19,0,3,29,0,200
"658",0,5,0,0,33,0,0,4,0,0,110,4,15,7,0,0,0,51,0,2,4,0,52,12,1,0,0,78,0,3,3,0,2,3,0,0,1,2,30,0,46,0,0,0,0,4,0,9,2,1,0,200
"659",0,10,0,0,14,15,0,6,128,13,20,0,0,0,0,6,7,8,1,0,66,0,0,8,0,0,5,0,12,29,8,0,8,0,7,7,6,0,10,0,3,1,0,0,1,1,17,0,54,13,0,200
"660",1,3,23,24,1,9,0,1,0,0,60,3,38,2,0,1,51,2,0,6,0,0,0,17,0,0,54,4,37,64,0,0,6,0,0,0,24,0,1,0,2,2,0,0,30,1,1,12,0,4,0,200
"661",44,0,0,0,9,2,0,0,12,0,0,5,110,0,16,2,0,60,0,0,62,0,2,2,0,0,4,0,0,0,36,0,21,3,0,0,5,16,0,1,0,6,3,0,0,26,3,3,2,29,0,200
"662",5,3,0,1,7,15,0,0,147,0,15,0,0,11,47,2,0,0,0,0,3,2,0,3,2,0,5,4,0,28,0,1,93,0,48,4,0,26,0,2,1,0,0,0,0,0,0,0,7,2,0,200
"663",6,0,0,0,4,51,11,3,18,0,9,0,0,12,0,0,0,0,0,2,7,0,0,0,21,49,0,38,62,2,3,3,4,18,13,0,0,13,0,0,0,17,20,0,0,45,31,22,0,0,0,200
"664",0,0,2,6,0,14,0,0,16,0,0,0,27,27,48,0,0,17,0,51,1,39,21,0,4,0,4,18,0,0,2,56,3,27,0,0,1,24,0,0,43,10,0,0,0,0,2,1,20,0,0,200
"665",0,24,2,0,0,0,0,5,7,1,1,0,1,0,3,0,1,0,12,37,19,6,0,1,0,0,27,1,22,1,5,1,13,0,68,41,0,5,25,1,6,0,0,56,8,12,1,0,54,17,0,200
"666",4,0,0,28,8,56,23,13,17,0,0,0,0,1,16,0,0,0,1,1,2,27,0,71,0,24,0,0,0,1,1,0,0,2,50,0,44,4,0,22,0,0,0,56,0,2,8,0,0,2,0,200
"667",3,0,33,0,0,0,9,17,3,0,13,19,0,20,1,26,0,31,19,1,17,13,57,0,0,0,0,0,1,0,5,0,0,0,0,19,3,0,0,0,25,33,1,3,1,77,0,25,9,0,0,200
"668",13,2,1,0,5,0,0,32,0,5,5,1,56,0,16,3,0,2,5,0,0,0,0,0,85,14,67,50,1,13,0,1,3,31,0,0,0,1,9,0,1,0,0,58,0,0,3,1,0,0,0,200
"669",0,0,0,0,0,0,0,14,3,1,15,0,9,0,45,11,11,4,5,7,0,97,6,50,21,1,0,1,0,19,0,0,0,0,2,20,42,11,0,0,18,0,6,0,0,5,0,47,0,13,0,200
"670",0,5,13,0,0,0,0,13,0,4,19,1,5,9,0,4,0,0,36,5,0,12,0,0,0,6,3,0,41,0,0,7,0,0,0,0,36,106,25,1,0,4,56,0,70,0,0,0,0,3,0,200
"671",2,1,67,0,0,6,0,2,13,40,6,7,0,0,0,0,0,1,21,0,0,1,1,10,0,0,0,6,0,125,0,0,4,3,0,2,1,0,29,0,0,23,0,1,32,3,0,71,1,5,0,200
"672",0,0,1,9,0,67,0,1,0,1,11,5,0,7,0,2,6,6,0,132,4,22,6,26,9,0,1,1,13,19,0,2,4,21,3,0,87,0,0,0,0,0,0,0,0,1,1,4,12,0,0,200
"673",0,0,0,0,2,1,2,164,3,0,0,15,0,3,0,3,0,0,19,20,29,0,1,50,0,1,0,2,2,0,6,1,8,2,0,0,0,56,3,0,1,0,0,18,1,0,65,0,4,2,0,200
"674",16,0,6,0,0,6,3,9,17,4,0,0,0,25,6,0,6,0,0,1,4,0,9,0,12,0,0,0,0,6,0,28,1,30,54,18,95,0,1,46,0,1,0,1,14,6,55,3,0,1,0,200
"675",0,0,0,0,26,0,1,49,0,0,2,0,44,0,0,9,47,1,1,115,1,3,11,18,10,0,0,13,9,2,0,0,0,1,1,18,0,1,14,31,9,0,0,0,0,0,32,1,2,12,0,200
"676",0,0,0,0,29,220,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,11,3,0,1,0,1,0,46,0,0,36,1,0,16,24,0,12,4,0,25,0,0,11,0,200
"677",0,0,1,28,0,0,0,2,0,0,0,2,12,11,53,4,1,7,3,1,1,0,10,13,23,26,141,0,0,7,12,0,0,0,0,0,21,78,16,1,0,0,0,0,0,1,0,0,0,9,0,200
"678",12,15,6,34,0,0,10,0,0,5,1,0,8,0,0,3,1,2,4,18,3,34,4,3,2,0,0,1,0,2,0,2,5,0,3,2,66,18,25,0,18,0,0,134,0,19,0,1,23,0,0,200
"679",50,89,0,46,3,0,0,1,2,0,0,1,13,17,1,0,10,0,0,0,0,0,28,0,2,10,19,6,22,2,22,4,36,6,0,26,1,6,33,0,0,0,0,0,4,2,19,3,0,0,0,200
"680",10,0,1,1,0,0,0,41,1,0,0,0,2,1,0,0,0,0,18,0,0,7,166,1,57,0,25,23,0,0,0,29,1,7,14,0,1,14,10,2,22,0,0,1,0,0,0,5,23,1,0,200
"681",0,0,2,74,7,1,1,1,54,87,7,1,0,2,0,0,0,0,0,9,54,5,1,10,0,26,1,1,47,0,0,6,0,7,0,8,0,0,3,7,0,1,2,1,9,0,1,0,8,40,0,200
"682",0,1,0,2,0,23,0,4,1,1,7,2,0,12,0,0,1,38,0,0,0,134,10,36,0,53,0,1,1,5,17,0,0,13,0,9,1,13,0,58,0,2,18,1,0,0,5,1,14,0,0,200
"683",52,0,0,3,0,0,3,34,3,0,0,0,1,102,8,0,15,0,0,39,0,14,0,2,24,0,0,1,0,3,0,39,3,0,76,3,1,0,3,0,0,0,0,1,0,3,0,2,0,49,0,200
"684",0,54,47,3,0,3,0,0,0,20,19,22,15,3,2,0,2,1,0,0,6,4,2,0,25,0,7,22,3,52,29,36,0,0,13,2,0,8,0,17,5,0,9,0,1,0,4,41,0,7,0,200
"685",6,0,5,6,0,11,0,0,50,0,25,10,0,5,14,0,51,0,0,0,18,3,0,0,14,21,6,12,0,19,0,0,4,0,3,0,13,1,2,0,0,0,0,0,0,0,0,11,2,172,0,200
"686",0,2,86,0,11,0,0,0,0,2,0,0,15,12,9,0,2,77,0,15,0,0,1,3,0,0,79,1,50,0,0,0,0,0,25,0,4,1,0,3,0,4,3,11,1,0,23,10,33,1,0,200
"687",2,51,0,0,12,2,0,0,0,0,4,0,0,12,4,0,0,0,0,2,1,10,0,3,0,0,1,1,8,14,8,2,10,31,41,23,0,6,35,9,0,0,1,15,1,0,70,5,100,0,0,200
"688",0,1,1,1,0,56,1,0,0,0,0,0,1,0,1,1,14,20,0,66,0,0,99,2,30,0,6,0,1,1,0,17,22,0,4,0,33,0,53,13,0,0,9,0,6,0,3,22,0,0,0,200
"689",0,0,34,7,0,19,0,1,4,0,1,0,24,0,23,0,0,52,8,0,1,20,4,10,3,1,10,0,7,17,0,23,0,112,0,3,43,35,13,2,0,0,0,0,0,0,5,0,2,0,0,200
"690",0,0,50,0,2,0,1,0,0,0,0,0,2,34,5,29,0,6,0,3,25,0,1,62,70,11,7,4,47,0,1,0,0,0,96,0,1,0,1,0,22,0,0,0,0,0,0,0,2,2,0,200
"691",7,0,0,0,0,24,0,5,0,0,0,0,4,17,0,8,0,2,29,15,3,0,1,6,12,0,0,0,0,2,13,9,1,8,36,0,1,28,0,0,2,2,1,5,0,138,49,56,0,0,0,200
"692",0,0,1,11,0,17,0,0,0,1,0,0,20,0,164,0,0,0,13,2,0,2,3,16,16,2,16,48,0,1,0,0,4,0,0,21,7,31,0,0,3,24,9,16,15,0,0,0,9,12,0,200
"693",125,2,0,0,0,12,0,11,0,0,30,2,16,0,0,79,7,1,1,3,0,0,2,4,0,13,55,0,21,3,1,1,0,0,0,0,0,10,8,0,1,0,0,1,54,0,0,7,2,12,0,200
"694",1,1,39,29,0,4,34,0,6,0,1,1,3,1,18,10,35,1,2,13,0,0,5,0,3,2,35,0,0,12,3,6,23,8,0,0,9,3,5,45,15,0,7,0,3,0,93,1,7,0,0,200
"695",85,0,17,0,4,29,1,31,0,3,0,75,2,1,28,3,1,0,0,31,0,12,16,6,0,6,1,7,0,0,6,17,0,16,0,5,4,2,0,0,0,15,1,31,0,7,0,1,20,0,0,200
"696",36,7,18,0,8,1,0,16,0,0,22,0,0,0,5,8,0,0,0,13,5,20,44,0,0,61,0,4,6,9,0,36,0,11,32,4,0,0,11,4,0,1,0,72,0,0,1,10,19,0,0,200
"697",14,0,0,3,0,35,6,0,0,5,0,0,0,0,1,2,0,6,5,0,1,0,0,0,1,59,0,41,6,5,0,0,2,25,17,178,0,30,0,0,2,0,0,27,6,0,0,3,1,3,0,200
"698",0,8,6,0,43,0,8,5,0,7,3,0,0,31,0,9,10,0,0,9,0,0,2,7,0,4,10,0,19,0,3,6,71,0,22,5,2,4,0,0,7,0,2,25,37,0,0,84,0,35,0,200
"699",0,11,5,0,0,0,0,2,12,50,22,4,0,15,4,6,0,2,0,0,0,0,0,38,32,0,1,0,5,0,37,22,5,0,0,57,12,0,33,0,2,2,1,0,0,0,2,2,20,80,0,200
"700",6,1,0,6,4,70,0,0,1,0,47,0,1,7,0,16,1,0,0,2,2,41,0,52,1,0,21,0,21,1,0,3,14,25,3,1,0,1,51,20,0,1,15,13,0,0,32,0,3,1,0,200
"701",4,3,35,2,56,0,10,39,24,4,0,2,38,0,2,1,5,0,0,0,24,0,0,29,32,0,1,0,55,0,0,6,6,0,0,0,0,0,0,13,2,0,0,1,47,26,0,0,11,6,0,200
"702",2,35,13,0,0,31,0,2,0,2,15,0,3,159,0,1,1,13,0,0,4,0,34,0,0,12,6,26,0,0,1,0,7,20,2,1,0,0,37,11,20,12,2,0,5,3,0,0,1,3,0,200
"703",0,51,0,0,0,11,0,59,52,16,0,1,0,3,18,3,1,13,15,0,26,0,0,1,2,32,33,0,0,1,10,0,25,10,14,1,0,0,9,0,0,1,5,7,2,61,0,1,0,0,0,200
"704",1,0,1,0,24,0,1,6,56,6,4,2,1,0,0,150,3,25,0,0,0,0,1,5,0,0,0,79,0,29,0,1,26,0,0,0,1,0,47,0,1,0,0,0,0,3,0,0,3,8,0,200
"705",14,153,0,0,0,15,0,3,0,2,20,1,37,0,0,0,0,2,73,1,0,0,0,40,0,1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,6,38,0,0,0,0,0,0,11,53,0,200
"706",0,15,0,0,0,4,14,0,43,0,11,2,0,0,26,7,0,21,33,0,2,14,0,67,61,1,4,0,0,0,14,25,7,59,0,0,5,1,0,0,0,6,2,2,29,5,3,0,1,0,0,200
"707",1,0,4,0,0,1,1,19,3,0,46,63,23,0,0,1,0,0,0,36,21,1,0,0,99,6,0,0,1,31,1,24,0,2,6,0,0,0,1,5,43,0,0,0,4,12,6,13,0,10,0,200
"708",0,0,3,5,1,1,6,8,0,1,14,0,50,39,0,8,0,0,12,18,0,0,1,4,1,0,0,8,0,11,40,83,5,7,9,5,0,26,0,0,30,0,0,0,2,1,0,3,82,0,0,200
"709",0,0,142,2,20,39,3,2,0,0,0,12,1,0,0,0,2,7,7,0,0,0,0,0,0,0,0,38,0,4,3,0,1,0,0,0,0,25,0,10,7,0,16,53,1,67,16,0,0,6,0,200
"710",0,0,5,0,1,0,131,1,8,0,1,0,2,5,0,13,1,0,0,19,0,21,3,0,36,0,9,0,0,0,1,0,0,0,17,60,0,0,25,0,1,0,14,0,5,80,0,0,25,0,0,200
"711",0,31,99,84,0,0,2,2,2,0,0,1,0,0,0,1,0,3,7,0,17,3,3,0,4,0,1,0,0,0,16,0,7,185,0,0,2,10,0,2,0,1,0,0,0,0,0,1,0,0,0,200
"712",0,13,0,11,0,0,0,6,74,0,63,6,10,5,14,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,41,1,5,0,0,0,0,0,40,0,101,0,0,55,0,0,0,8,10,2,0,200
"713",17,47,35,43,0,8,0,0,1,5,0,0,0,5,0,11,32,17,4,6,0,4,0,0,1,0,20,0,19,1,3,3,9,2,0,24,1,0,8,6,0,0,139,0,13,0,0,0,0,0,0,200
"714",0,2,0,40,0,0,0,5,0,0,1,13,0,58,2,0,69,7,0,29,9,80,0,0,77,0,0,5,0,0,0,0,4,0,0,3,0,31,0,8,0,4,7,3,2,18,4,3,0,0,0,200
"715",9,3,2,22,1,0,1,1,0,0,12,0,2,24,0,4,5,0,1,0,30,11,17,0,0,29,8,15,0,0,6,8,0,13,1,72,0,14,5,36,11,1,1,30,11,0,19,28,0,31,0,200
"716",0,0,0,3,2,1,54,8,36,0,2,14,8,0,0,5,0,12,0,57,5,0,2,0,0,0,1,0,0,5,20,2,17,6,29,2,67,59,35,11,11,1,1,0,0,2,0,2,0,4,0,200
"717",21,12,0,0,0,5,0,90,0,22,0,7,12,2,5,17,25,2,0,0,0,0,35,26,1,30,50,0,9,0,1,0,0,63,2,0,0,0,0,0,0,30,0,0,1,5,0,2,9,0,0,200
"718",0,0,12,0,0,41,119,0,0,18,14,59,0,49,10,0,0,0,3,20,2,42,2,1,0,0,0,1,6,6,0,0,5,31,0,0,2,0,0,6,0,0,0,0,0,0,0,31,4,0,0,200
"719",0,0,66,0,1,36,0,0,0,0,33,1,0,29,4,1,0,2,1,13,9,1,0,20,0,2,0,4,1,7,2,0,8,0,0,3,56,0,1,9,0,1,58,35,26,0,0,0,0,54,0,200
"720",0,0,3,0,13,0,95,2,0,56,2,1,27,0,0,58,0,30,0,0,0,0,0,5,0,38,0,21,18,1,2,0,0,0,1,1,0,3,0,0,0,81,25,0,0,1,0,0,0,0,0,200
"721",0,0,1,0,4,7,0,0,0,0,1,0,39,1,30,0,0,0,54,25,0,1,1,86,49,18,15,0,2,0,2,17,0,5,0,20,0,0,16,0,2,0,0,23,13,0,10,0,29,13,0,200
"722",3,72,23,0,0,0,1,0,1,0,15,0,23,1,17,6,27,0,0,1,6,0,2,57,9,20,8,4,0,0,0,18,0,0,6,0,16,1,0,32,4,1,0,16,26,8,46,2,0,12,0,200
"723",1,16,1,0,3,0,4,10,0,0,3,0,0,0,0,4,0,36,3,12,0,5,81,0,8,22,8,16,14,0,47,0,0,19,3,30,0,5,4,9,33,1,3,15,0,58,0,6,0,4,0,200
"724",28,61,1,0,10,0,1,0,3,0,0,52,11,0,3,5,0,5,19,0,42,0,0,1,0,0,0,0,0,2,0,12,1,0,8,0,0,0,2,2,0,1,60,68,1,32,0,52,1,0,0,200
"725",0,16,3,0,44,8,9,4,1,0,0,1,0,0,2,8,15,26,8,134,1,0,6,28,1,4,0,5,0,7,0,49,11,6,9,0,32,6,0,0,3,6,3,4,0,8,3,0,0,13,0,200
"726",0,1,0,3,42,27,8,0,3,0,2,0,0,0,1,0,0,75,0,5,0,42,15,3,14,0,2,0,0,0,54,5,0,4,0,1,0,0,19,0,21,0,3,2,8,0,8,112,0,4,0,200
"727",0,0,3,2,0,6,0,12,2,104,0,0,84,19,11,0,1,0,1,19,0,0,0,0,0,2,0,0,35,0,0,0,34,0,6,8,95,0,2,0,12,0,0,0,0,0,15,0,11,0,0,200
"728",12,0,16,0,6,0,0,1,5,40,0,19,17,66,0,6,1,0,0,81,5,3,0,18,20,0,0,0,26,0,0,2,4,5,0,6,7,0,0,0,0,9,6,2,11,43,0,1,35,11,0,200
"729",0,0,2,10,0,0,7,1,5,0,40,0,14,0,19,0,0,1,17,0,0,3,17,66,6,0,0,0,32,30,0,0,52,68,0,0,0,0,12,45,0,0,14,8,10,2,3,0,0,0,0,200
"730",0,84,3,1,24,0,0,2,6,0,0,0,0,23,0,13,13,0,0,0,134,23,0,0,1,0,44,3,6,0,1,1,12,0,2,0,2,0,16,5,3,6,5,27,0,0,1,1,0,22,0,200
"731",0,0,2,2,64,0,3,2,0,15,1,0,25,29,0,5,64,0,9,4,0,52,7,8,0,1,0,18,0,0,6,3,0,0,6,0,64,1,0,0,6,0,1,0,0,13,0,18,25,30,0,200
"732",0,30,0,14,1,0,89,7,18,0,0,3,24,0,6,0,12,0,3,26,1,0,0,0,2,32,0,83,7,0,1,19,0,0,0,0,0,1,0,0,4,11,0,85,0,0,1,2,2,0,0,200
"733",29,2,0,24,51,0,1,3,27,2,74,15,0,0,8,6,0,0,17,0,0,4,0,2,0,40,0,0,0,3,0,0,26,0,0,0,75,0,36,0,20,2,1,4,0,1,0,0,0,11,0,200
"734",12,0,0,0,1,18,3,0,0,0,54,18,0,0,31,6,0,0,21,0,56,2,2,2,7,0,0,4,38,0,0,5,15,4,12,0,34,0,2,0,7,48,5,0,1,0,19,13,0,44,0,200
"735",0,0,4,0,0,0,0,0,58,9,0,3,0,49,3,0,71,12,18,0,20,3,18,0,2,0,0,1,0,1,0,0,50,0,13,0,8,8,17,0,65,14,0,0,11,0,8,15,3,0,0,200
"736",14,0,9,39,81,1,0,8,8,3,17,2,0,4,0,24,0,0,28,16,49,1,5,1,1,0,0,0,0,0,10,0,31,34,11,31,0,0,0,7,2,1,0,46,0,0,0,0,0,0,0,200
