"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","connectance","fixed"
"1736",42,8,21,17,10,8,4,7,10,6,5,3,6,16,12,7,2,1,3,24,5,4,27,5,4,1,208,5,1,1,1,2,0,3,1,0,2,1,2,1,2,0,0,0,1,1,1,0,0,0,0.1,0
"1737",39,41,146,8,16,5,10,3,6,4,3,8,3,3,47,0,5,29,11,5,2,3,1,1,1,1,3,0,0,1,1,17,0,1,4,1,57,0,2,0,0,0,1,1,0,0,0,0,1,0,0.1,0
"1738",9,60,18,24,11,19,34,34,19,11,4,46,20,7,5,5,5,8,4,13,8,2,21,12,4,11,5,6,3,2,9,2,8,3,2,0,2,0,0,0,6,26,1,0,1,0,1,0,0,0,0.1,0
"1739",10,7,55,13,8,20,5,8,8,18,6,7,5,4,10,7,17,5,2,2,22,1,2,10,8,2,6,2,6,1,4,2,2,0,4,11,0,173,1,3,0,0,0,8,6,2,1,0,0,0,0.1,0
"1740",16,14,92,19,20,9,19,23,5,28,12,23,7,8,2,9,3,12,9,12,31,15,2,4,14,3,0,5,2,5,0,7,1,2,44,3,2,1,1,0,0,0,0,1,0,2,1,0,0,0,0.1,0
"1741",13,34,22,7,4,3,9,12,5,11,3,24,4,55,63,7,13,5,66,10,0,6,2,9,11,6,3,7,18,4,1,1,2,11,3,1,1,1,4,2,22,0,3,1,3,0,0,0,0,0,0.1,0
"1742",33,22,16,7,35,3,6,5,5,1,118,5,62,17,1,3,22,0,18,15,18,2,1,6,1,6,10,1,1,2,1,7,2,2,2,18,1,0,2,1,0,2,11,1,2,1,0,0,1,0,0.1,0
"1743",11,12,13,15,4,32,13,28,4,7,41,4,13,71,3,12,3,29,8,17,11,1,7,4,21,8,6,3,1,0,3,30,0,2,0,4,6,2,2,1,2,26,1,2,0,0,2,6,0,0,0.1,0
"1744",212,3,11,22,7,5,4,10,5,3,4,12,10,3,8,64,9,3,0,3,2,1,2,9,8,10,2,2,0,11,2,0,28,11,0,2,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0.1,0
"1745",23,15,249,4,7,14,8,6,9,1,2,16,3,9,5,6,2,24,4,6,5,10,14,0,3,6,0,7,1,2,5,1,0,3,6,2,1,1,5,1,3,0,0,1,3,0,0,0,0,0,0.1,0
"1746",26,12,16,9,43,9,12,8,20,2,6,11,6,10,8,47,25,2,2,2,4,6,2,4,4,2,1,2,4,133,1,10,0,4,3,3,3,0,1,5,5,14,6,0,0,0,2,0,0,0,0.1,0
"1747",26,18,115,7,5,14,90,7,4,7,4,21,2,2,5,4,4,40,7,14,3,22,5,0,2,6,1,3,3,22,3,1,8,1,0,2,4,3,2,1,1,0,1,0,1,1,6,0,0,0,0.1,0
"1748",26,66,81,7,61,2,17,15,2,11,4,5,4,0,20,6,12,11,3,7,0,2,3,60,16,1,1,1,1,3,4,1,3,19,3,2,2,4,0,4,1,0,0,1,1,0,0,1,2,0,0.1,0
"1749",30,48,12,9,10,19,26,5,12,4,2,8,12,2,4,4,4,7,0,6,4,44,12,6,4,4,4,6,9,6,10,2,0,3,124,3,2,2,2,0,1,19,0,1,0,0,0,5,0,0,0.1,0
"1750",11,6,32,10,6,5,4,256,19,4,10,10,8,4,5,4,6,4,6,0,2,2,10,17,3,3,3,5,1,3,4,5,1,2,1,11,0,2,0,1,1,0,3,0,9,0,0,0,0,0,0.1,0
"1751",93,26,16,6,9,10,12,9,19,4,4,83,4,17,6,14,5,5,22,3,3,14,14,8,22,7,0,15,4,2,1,3,6,1,0,1,6,0,1,9,1,5,0,1,0,0,2,1,1,0,0.1,100
"1752",13,13,5,15,9,20,8,10,5,6,48,21,4,4,4,9,20,6,6,12,2,4,4,1,5,1,6,5,2,21,2,2,11,44,8,126,4,0,5,1,2,0,0,1,0,0,1,0,0,0,0.1,100
"1753",10,2,1,0,2,1,3,6,1,3,21,4,1,20,1,0,393,4,0,7,4,0,0,0,1,0,0,0,1,0,0,1,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,100
"1754",16,4,8,7,5,1,7,258,1,1,4,0,2,31,2,0,0,0,3,3,6,0,0,1,91,5,1,0,3,0,1,0,1,2,0,5,11,7,1,5,2,0,0,0,1,0,0,0,0,0,0.1,100
"1755",11,21,9,63,4,7,5,34,12,3,8,10,2,68,0,3,1,1,1,11,3,7,2,112,0,31,38,0,2,0,1,1,0,4,0,2,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0.1,100
"1756",8,7,0,0,96,6,2,42,0,2,0,0,95,44,2,1,1,1,163,1,0,2,1,2,0,0,3,2,0,0,0,0,0,0,1,2,0,0,8,0,0,2,1,0,0,0,0,0,0,0,0.1,100
"1757",360,4,4,5,12,2,2,9,15,6,41,4,6,1,1,1,6,0,3,2,2,0,0,0,3,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.1,100
"1758",6,4,6,52,8,19,4,8,9,12,15,8,2,5,5,5,5,3,2,8,5,2,235,4,0,7,12,1,2,4,0,3,3,2,2,2,16,2,1,0,0,0,0,1,4,1,0,0,0,0,0.1,100
"1759",18,11,17,27,35,24,15,12,25,7,4,20,29,2,9,6,27,11,8,5,48,5,9,6,1,3,3,1,31,1,29,1,7,2,1,5,2,2,7,2,2,3,2,1,2,1,1,2,0,0,0.1,100
"1760",112,12,12,1,24,4,5,12,4,4,3,4,13,6,39,4,4,3,0,5,77,3,8,2,4,0,1,85,1,6,1,9,2,8,0,4,1,2,1,1,0,1,0,0,0,0,0,0,3,0,0.1,100
"1761",18,11,24,2,4,30,2,223,6,4,7,6,0,2,4,53,3,3,10,14,1,0,7,3,1,4,0,4,2,3,9,2,2,1,3,1,0,0,11,2,2,1,5,0,1,1,2,1,0,0,0.1,100
"1762",69,10,8,17,8,8,10,7,2,17,27,4,5,2,4,15,42,11,4,4,1,4,17,4,1,4,0,2,2,2,3,7,1,1,1,0,2,1,0,0,0,2,0,0,0,163,1,0,0,0,0.1,100
"1763",110,14,21,111,14,9,24,4,7,2,3,3,11,19,1,7,12,2,2,1,1,1,3,29,4,7,17,1,3,1,10,5,1,2,0,12,2,4,0,4,6,1,1,0,3,0,0,0,0,0,0.1,100
"1764",16,20,26,6,44,11,18,5,10,27,19,44,2,2,17,4,9,4,5,4,15,3,2,8,2,4,2,4,2,5,0,12,2,3,1,113,4,8,3,1,0,3,1,1,2,0,0,1,0,0,0.1,100
"1765",21,8,14,9,3,191,7,24,5,8,5,6,5,1,25,3,4,0,2,6,3,0,2,34,4,24,3,29,2,8,2,8,6,5,2,4,2,5,1,1,2,0,0,0,0,1,0,0,1,0,0.1,100
"1766",18,6,20,4,7,7,2,20,3,29,101,13,37,3,87,6,5,1,5,1,5,0,4,1,5,10,3,2,3,5,1,2,3,4,1,54,1,0,1,0,1,0,0,2,0,7,0,1,0,0,0.1,100
"1767",16,11,63,8,6,15,7,52,32,11,5,5,18,7,7,6,1,4,3,14,2,10,10,1,1,37,3,7,1,11,5,3,8,2,0,1,1,2,1,0,3,65,0,0,29,0,0,1,0,0,0.1,100
"1768",17,12,6,33,8,20,20,8,71,23,27,24,5,53,20,36,5,3,14,1,7,7,15,0,4,1,3,1,2,1,2,10,3,3,4,1,2,2,1,0,1,12,2,0,2,0,1,0,0,0,0.1,100
"1769",29,79,36,14,23,81,7,2,1,13,3,5,5,1,49,4,6,0,3,2,14,0,1,0,0,3,1,10,10,1,3,6,0,0,0,26,5,4,3,4,39,1,0,0,0,0,2,0,0,0,0.1,100
"1770",35,11,8,4,124,26,5,8,4,2,1,11,9,5,3,2,3,5,1,1,2,0,9,3,6,10,5,1,9,0,1,1,3,1,2,0,1,1,1,1,0,0,167,1,1,0,0,0,1,0,0.1,100
"1771",5,9,2,357,3,2,0,4,1,2,2,0,13,8,32,2,2,5,2,1,1,1,12,5,2,3,0,2,9,0,2,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,100
"1772",42,7,12,15,16,27,5,14,21,9,15,35,8,8,8,6,9,3,8,0,14,3,1,29,6,6,9,6,1,2,1,7,0,0,0,0,5,5,3,0,118,2,1,3,1,0,0,1,2,0,0.1,100
"1773",5,119,16,11,6,44,46,2,16,10,11,3,10,5,6,7,70,5,5,8,1,4,8,2,1,1,7,3,4,6,4,1,4,0,0,1,1,1,1,0,35,0,0,0,0,0,0,1,0,0,0.1,100
"1774",155,10,13,14,11,40,12,6,2,11,1,30,5,12,13,6,7,3,8,7,4,6,2,10,1,16,3,3,4,1,1,4,3,32,1,5,1,1,0,3,2,4,12,3,0,1,1,0,0,0,0.1,100
"1775",20,6,3,72,104,1,11,29,8,3,2,8,150,6,0,2,3,3,6,25,3,2,1,2,1,0,2,2,0,1,0,0,0,2,0,2,7,1,0,0,0,0,0,1,3,3,0,0,0,0,0.1,100
"1776",33,9,12,9,15,2,18,41,3,5,0,7,13,0,4,9,0,2,1,5,1,11,2,19,1,2,0,189,1,1,2,17,46,2,1,2,1,0,1,0,1,1,0,1,0,0,2,3,0,0,0.1,100
"1777",38,17,16,8,17,2,13,6,18,116,23,13,12,1,16,7,1,5,16,2,6,4,4,4,3,4,2,1,5,7,1,0,0,0,1,2,0,13,3,3,3,1,27,1,5,0,0,0,44,0,0.1,100
"1778",36,16,14,23,21,12,7,36,12,8,3,7,9,4,91,10,5,17,3,21,4,16,12,4,2,19,9,5,7,12,7,4,10,1,0,3,0,2,4,0,1,1,2,1,0,4,1,0,1,0,0.1,100
"1779",88,43,8,10,12,41,5,14,4,9,37,5,5,79,9,4,15,5,4,5,2,1,16,6,3,3,17,0,4,1,3,2,1,6,2,0,1,17,1,0,1,0,0,0,3,1,1,0,0,0,0.1,100
"1780",21,5,8,7,2,52,4,3,254,4,25,32,0,1,7,44,3,0,0,3,0,1,1,1,0,1,3,0,3,2,2,1,1,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0.1,100
"1781",16,148,28,14,10,4,9,1,25,2,2,80,6,15,4,4,1,5,40,4,2,3,2,4,1,6,2,3,2,6,4,0,0,13,1,1,2,1,4,1,0,7,1,2,5,0,0,1,1,0,0.1,100
"1782",45,20,5,9,9,11,5,10,3,27,11,9,9,9,4,2,2,4,2,4,3,2,2,3,1,2,2,1,12,3,3,2,2,2,4,0,0,4,3,1,3,236,0,3,1,0,2,0,0,0,0.1,100
"1783",27,6,48,25,4,25,8,8,15,2,1,2,4,1,12,1,2,3,2,29,3,1,2,0,1,1,0,2,3,5,7,16,1,3,0,0,2,0,2,221,0,0,1,0,0,1,0,0,0,0,0.1,100
"1784",11,6,6,21,2,10,3,7,8,7,17,5,3,4,238,2,1,12,12,3,4,3,38,0,2,5,5,1,4,0,5,1,4,2,8,0,0,8,0,0,11,4,1,4,0,0,1,0,0,0,0.1,100
"1785",14,87,2,3,2,6,6,6,3,1,1,4,12,3,4,208,2,76,3,0,0,3,4,1,0,2,4,4,0,0,3,0,18,0,1,1,0,2,0,7,1,1,0,3,0,0,0,0,0,0,0.1,100
"1786",19,3,15,5,5,26,6,13,5,7,4,7,3,50,15,22,0,3,197,1,2,0,4,5,1,2,1,6,0,0,4,12,8,2,2,1,1,1,26,1,1,2,0,2,1,1,0,0,1,0,0.1,100
"1787",77,12,8,49,10,18,12,9,7,28,8,19,4,2,7,3,8,3,2,0,5,18,84,20,3,28,4,3,1,5,3,7,2,2,0,3,2,9,0,1,1,3,0,0,2,0,1,0,0,0,0.1,100
"1788",27,20,15,10,41,138,7,5,5,10,23,7,28,0,4,7,7,13,2,2,6,11,7,5,14,3,0,19,15,10,3,2,4,5,4,1,1,3,1,1,1,1,2,2,1,0,0,0,0,0,0.1,100
"1789",16,47,16,7,13,7,9,20,7,28,0,4,9,14,8,44,8,18,4,8,5,8,2,11,1,1,7,7,6,3,32,4,3,8,0,7,4,0,0,85,3,2,0,0,1,0,1,0,0,0,0.1,100
"1790",71,9,9,16,14,23,8,9,77,44,8,51,5,5,10,2,2,9,5,0,6,1,13,5,3,37,1,2,3,3,0,1,2,0,1,0,1,2,33,2,0,0,0,2,0,0,1,0,0,0,0.1,100
"1791",27,19,26,11,6,31,101,6,8,3,13,3,17,10,24,6,8,26,3,14,60,3,7,1,3,5,1,0,5,2,3,0,4,7,1,1,1,9,2,3,0,2,1,0,1,7,0,1,1,0,0.1,100
"1792",58,110,16,6,4,6,9,25,13,7,17,5,5,18,2,4,4,49,27,1,7,1,5,1,8,2,11,0,6,16,34,4,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0.1,100
"1793",33,17,13,11,32,39,11,11,38,4,27,8,3,2,7,7,71,9,3,3,3,4,6,4,1,1,5,1,4,2,5,5,4,11,3,1,3,19,45,2,1,0,0,0,0,0,1,4,6,0,0.1,100
"1794",6,88,23,27,10,5,5,16,7,3,4,4,4,1,11,4,2,8,4,0,6,3,3,1,13,124,3,4,1,5,41,5,7,11,0,12,2,4,5,1,1,1,1,4,2,0,1,0,0,0,0.1,100
"1795",26,164,21,22,10,41,9,4,5,6,4,5,0,5,6,5,11,4,2,24,11,1,19,1,1,1,1,4,0,2,2,1,2,2,1,0,1,1,0,68,1,1,0,0,0,0,3,0,0,0,0.1,100
"1796",225,11,9,16,12,1,85,3,3,3,2,4,4,2,1,2,5,9,2,2,2,1,5,0,5,1,4,0,0,4,0,0,1,4,0,36,0,0,0,0,1,22,5,0,0,3,0,0,0,0,0.1,100
"1797",213,13,15,9,15,4,17,4,8,5,2,9,5,10,3,4,38,2,18,4,2,0,7,5,3,6,48,1,0,9,0,1,4,0,1,0,0,1,2,0,3,1,0,1,4,0,1,0,0,0,0.1,100
"1798",23,21,10,18,105,96,22,8,12,15,33,8,5,6,3,4,6,9,8,5,9,0,1,6,12,2,10,6,3,2,3,3,2,0,0,1,0,6,1,2,1,0,2,1,3,0,0,0,1,0,0.1,100
"1799",19,7,22,15,6,16,16,8,2,11,1,28,6,4,12,4,3,74,6,6,22,3,3,1,2,26,75,5,14,4,1,3,3,5,4,3,3,1,3,38,2,3,1,1,2,0,0,0,0,0,0.1,100
"1800",36,13,2,9,10,2,236,39,29,5,2,1,2,5,2,42,0,5,4,10,2,0,5,2,3,2,2,0,3,0,0,0,1,1,1,9,0,1,0,3,5,4,0,0,0,0,1,0,0,0,0.1,100
"1801",0,0,0,1,1,3,0,0,1,0,0,3,0,1,1,0,1,0,0,1,1,0,471,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,100
"1802",39,13,15,16,15,61,12,18,18,12,84,8,10,14,5,9,11,16,5,1,7,11,9,17,4,4,3,11,4,2,2,6,12,2,5,4,2,0,2,1,1,0,1,0,2,2,2,1,0,0,0.1,100
"1803",9,86,25,7,12,13,6,6,13,16,7,3,10,29,1,5,2,11,2,1,23,3,2,0,9,12,142,2,2,2,2,1,0,1,4,2,1,1,2,0,1,4,0,3,0,0,2,6,3,0,0.1,100
"1804",22,12,4,22,4,5,1,7,10,4,9,4,131,1,3,0,6,4,18,3,0,14,46,1,143,6,3,4,0,1,3,0,1,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.1,100
"1805",17,11,8,6,6,13,7,14,3,5,112,97,39,2,6,43,2,1,13,12,3,3,3,4,3,16,5,6,3,2,4,5,2,0,0,2,1,0,0,4,0,0,0,0,1,6,0,1,0,0,0.1,100
"1806",7,8,41,13,49,45,6,26,6,14,2,16,35,27,0,0,0,5,2,10,5,8,1,13,1,31,44,1,3,2,4,7,4,2,16,1,1,1,0,0,30,1,3,0,2,1,0,0,0,0,0.1,100
"1807",106,15,10,8,15,9,7,20,26,10,11,2,12,16,1,7,18,6,1,3,8,4,3,1,6,22,74,5,0,5,10,16,3,4,4,1,3,1,1,4,2,3,0,2,3,1,3,0,0,0,0.1,100
"1808",152,14,10,13,42,8,6,10,8,31,4,11,3,7,6,10,6,61,4,4,8,2,3,5,2,7,3,5,2,1,2,0,13,4,8,1,1,1,1,1,0,1,0,3,12,0,0,0,0,0,0.1,100
"1809",69,12,103,21,6,9,2,11,30,53,5,20,6,7,26,6,10,6,5,8,2,12,5,0,3,2,16,16,1,1,3,0,0,2,1,1,1,0,0,0,4,0,0,2,2,1,1,0,0,0,0.1,100
"1810",8,3,1,3,3,1,4,15,14,1,321,5,4,0,1,12,4,6,29,0,2,1,2,0,2,0,2,0,2,0,0,0,2,0,29,0,0,3,10,0,2,1,5,0,0,0,0,0,0,0,0.1,100
"1811",11,24,53,40,42,6,6,12,7,16,17,27,7,1,81,5,6,14,3,4,5,1,30,4,3,6,2,3,0,4,4,6,0,6,19,1,1,1,3,3,1,1,2,0,6,0,2,0,0,0,0.1,100
"1812",7,8,3,5,3,1,2,2,5,2,11,1,0,6,21,0,4,6,1,22,4,3,3,6,0,4,1,2,1,1,43,0,0,0,2,3,47,0,1,0,0,0,264,1,0,1,0,0,0,0,0.1,100
"1813",26,40,9,100,44,14,3,7,0,4,25,4,162,0,1,3,6,6,6,1,3,1,7,1,3,10,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,100
"1814",20,15,21,70,76,28,6,7,70,6,21,3,4,29,3,3,31,7,2,4,5,5,1,4,3,7,7,3,6,5,0,1,1,4,2,1,0,1,0,1,0,0,1,4,0,0,0,3,1,0,0.1,100
"1815",3,0,485,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.1,100
"1816",61,5,6,6,8,4,11,6,125,1,4,4,7,5,14,26,38,10,10,1,2,4,3,3,2,0,9,5,5,18,1,3,2,0,0,0,12,0,0,0,4,9,0,0,6,54,2,0,0,0,0.1,100
"1817",17,6,11,37,39,21,19,7,6,2,168,6,4,6,5,2,3,4,12,7,5,0,2,16,2,10,8,3,17,3,2,12,1,0,5,1,3,0,0,0,1,15,1,0,1,1,0,0,0,0,0.1,100
"1818",4,5,3,4,11,51,4,1,1,0,0,7,56,15,3,1,265,3,3,4,0,3,1,1,1,6,1,0,3,1,1,0,4,2,27,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,100
"1819",160,15,22,12,42,4,8,12,8,19,5,5,4,12,5,5,5,1,31,3,2,3,0,6,14,35,3,2,6,4,5,0,1,1,4,0,1,0,3,9,7,1,0,2,0,0,1,0,1,0,0.1,100
"1820",27,14,10,8,13,95,4,29,15,30,1,8,37,7,4,15,7,3,5,3,0,5,24,6,46,1,1,0,1,8,7,2,0,0,2,6,0,4,2,0,2,32,1,0,2,0,2,2,0,0,0.1,100
"1821",18,32,18,19,31,15,11,43,12,6,6,23,29,7,7,8,6,5,44,4,26,6,6,3,3,21,2,4,1,6,9,15,3,6,2,2,3,0,11,3,1,0,0,2,1,2,0,0,3,0,0.1,100
"1822",14,29,54,8,5,49,13,13,7,5,31,3,24,5,35,32,2,5,6,2,0,2,1,1,1,1,11,5,2,0,1,3,0,1,0,6,0,3,0,1,1,104,1,1,4,1,1,0,0,0,0.1,100
"1823",62,14,6,16,13,11,8,4,8,99,10,8,12,17,5,2,3,1,13,2,4,3,7,7,7,6,2,3,0,3,8,2,0,8,1,38,0,45,1,0,1,1,1,1,1,26,1,1,0,0,0.1,100
"1824",53,9,14,29,20,15,13,14,12,3,4,2,8,5,15,174,1,29,1,8,13,0,2,3,3,8,9,5,2,2,2,3,1,0,1,0,1,6,0,0,2,2,0,1,0,0,0,0,0,0,0.1,100
"1825",19,4,9,286,6,14,2,2,11,14,2,7,11,8,7,0,2,6,1,6,1,4,2,2,3,4,5,5,1,0,2,8,0,3,3,0,0,1,0,28,2,2,0,3,0,0,0,0,1,0,0.1,100
"1826",16,26,37,4,15,8,9,3,6,5,24,8,16,6,5,5,1,0,4,1,4,2,4,0,2,6,60,0,4,1,93,4,3,0,11,1,5,0,80,5,1,2,0,1,0,0,0,7,1,0,0.1,100
"1827",25,14,25,10,9,15,54,13,17,33,3,7,27,3,6,2,4,6,5,11,3,1,120,3,0,3,1,2,8,7,0,1,3,10,1,23,2,1,5,2,0,0,2,0,1,0,2,0,3,0,0.1,100
"1828",92,15,80,8,7,10,6,11,11,6,5,9,94,7,1,5,6,3,2,3,21,1,29,3,1,3,5,0,2,1,2,0,1,2,7,0,1,2,0,0,22,0,1,2,0,2,0,1,0,0,0.1,100
"1829",90,15,20,15,3,3,16,16,3,11,21,6,10,2,5,63,6,8,2,5,6,6,23,3,26,2,3,3,4,3,1,68,1,4,0,0,2,1,5,2,4,0,2,0,3,0,3,1,0,0,0.1,100
"1830",23,16,19,6,7,8,15,29,12,41,11,36,3,13,6,2,9,18,9,8,3,15,7,4,2,7,0,1,3,1,96,2,4,0,3,3,2,1,3,7,0,0,25,6,3,0,0,1,1,0,0.1,100
"1831",31,23,15,22,70,16,11,18,10,16,28,20,12,11,8,23,11,14,12,7,6,4,4,10,3,1,2,0,11,1,2,1,7,3,2,13,2,4,8,2,0,2,6,3,6,0,0,3,1,0,0.1,100
"1832",15,17,5,12,9,72,7,11,8,200,3,21,10,4,2,0,0,2,4,2,35,10,0,1,9,1,3,1,4,5,1,0,0,2,5,1,1,1,0,2,1,5,0,0,0,1,0,0,0,0,0.1,100
"1833",44,11,23,11,17,15,11,9,15,7,168,3,11,49,5,7,2,6,4,4,0,7,22,3,3,1,7,1,2,2,1,2,1,4,1,0,2,1,1,0,4,2,0,0,1,0,0,1,1,0,0.1,100
"1834",19,25,25,13,14,8,14,68,32,10,3,3,13,10,8,8,11,16,4,4,20,6,28,7,6,2,5,49,25,17,2,3,2,5,0,1,0,2,1,2,0,0,1,4,2,0,0,0,0,0,0.1,100
"1835",36,3,8,4,20,1,2,10,7,24,17,2,64,2,1,2,71,19,3,3,2,3,0,0,4,1,14,1,2,1,13,2,1,1,2,0,2,12,0,8,0,0,0,0,1,127,0,1,0,0,0.1,100
"1836",36,14,17,19,7,142,13,2,6,7,8,3,23,15,5,11,10,18,3,4,7,17,5,2,2,4,4,22,2,3,2,12,6,1,2,0,2,5,8,1,2,9,3,1,1,2,0,0,0,0,0.1,100
"1837",6,18,12,25,4,1,2,16,94,4,135,10,0,14,11,0,1,2,4,2,2,10,1,2,2,4,0,2,12,3,1,2,1,0,2,89,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0.1,100
"1838",17,13,13,16,267,6,13,13,0,6,5,6,9,2,4,2,3,4,9,7,16,0,2,2,8,4,1,0,7,0,0,4,5,0,4,3,0,0,0,6,10,0,6,4,0,3,0,0,0,0,0.1,100
"1839",14,14,9,91,22,54,5,41,2,105,14,3,5,8,3,15,2,8,4,9,4,3,5,8,7,2,3,1,4,3,1,1,0,5,6,0,4,1,2,0,0,0,2,0,0,1,1,0,0,0,0.1,100
"1840",21,21,20,51,14,15,5,3,9,5,2,0,2,1,11,5,178,6,65,0,5,1,4,2,3,13,2,8,5,0,0,0,1,4,0,2,0,3,0,0,1,2,0,2,1,0,2,0,0,0,0.1,100
"1841",28,14,2,7,11,1,35,11,4,39,1,17,8,2,2,2,6,12,101,14,8,12,1,0,14,1,1,3,33,9,3,17,28,1,1,3,1,5,12,3,4,6,1,2,0,3,1,0,0,0,0.1,100
"1842",6,3,6,3,6,2,1,2,2,0,0,4,349,2,0,8,5,0,0,2,4,2,0,0,4,0,0,2,0,0,0,2,0,11,0,1,2,0,1,0,69,1,0,0,0,0,0,0,0,0,0.1,100
"1843",2,2,1,0,1,0,6,2,0,1,2,4,2,4,0,4,0,1,2,2,1,0,445,1,1,1,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,100
"1844",41,20,16,15,23,28,7,12,7,14,5,13,2,18,4,4,9,41,17,8,11,6,23,8,8,3,39,4,4,17,0,4,13,9,1,2,13,4,0,3,0,1,1,3,0,7,3,0,0,0,0.1,100
"1845",26,23,12,13,9,8,15,6,7,8,4,4,6,36,2,5,6,2,45,4,5,2,154,6,2,1,3,3,1,2,4,1,25,19,0,1,1,2,3,2,1,2,1,0,5,0,2,0,1,0,0.1,100
"1846",8,13,3,5,2,2,8,2,3,6,4,49,3,1,0,4,8,1,4,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,361,1,0,0,0,0,0,0,0.1,100
"1847",58,21,48,12,7,19,7,15,38,5,15,8,12,12,13,12,6,2,4,2,4,4,2,4,7,3,9,5,1,7,11,0,10,2,4,6,4,2,0,14,67,0,1,0,2,1,0,4,2,0,0.1,100
"1848",7,7,7,2,209,25,4,4,3,12,1,2,9,1,28,1,0,169,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,100
"1849",5,8,53,133,9,30,6,9,6,67,4,8,4,9,34,8,9,4,3,1,2,3,1,4,9,2,3,0,17,4,1,2,3,7,0,1,1,2,1,14,1,1,2,0,4,0,1,0,0,0,0.1,100
"1850",100,10,1,196,21,7,13,16,6,3,4,3,4,0,2,0,0,1,5,4,1,1,5,0,1,1,0,3,43,3,1,0,0,2,0,2,0,0,1,7,0,1,0,32,0,0,0,0,0,0,0.1,100
"1851",13,38,12,18,13,16,12,8,19,12,2,8,15,7,8,17,3,5,14,9,20,3,111,5,1,4,2,1,56,7,0,2,12,2,1,1,1,1,1,3,0,0,2,0,6,4,3,0,1,0,0.1,100
"1852",23,10,15,17,23,42,5,4,1,1,5,2,2,4,45,33,4,4,1,0,2,4,1,3,0,5,4,4,2,1,3,0,0,0,1,0,0,2,2,2,2,209,6,0,0,0,1,0,0,0,0.1,100
"1853",8,100,7,2,244,2,6,6,10,0,3,19,28,4,1,2,2,4,3,2,2,1,2,7,14,0,0,1,1,1,6,1,0,0,0,3,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0.1,100
"1854",39,11,13,3,7,12,5,18,9,10,7,5,1,33,127,1,11,7,79,4,11,5,1,2,9,0,2,4,2,0,10,2,2,1,7,0,1,1,3,0,1,17,6,1,1,0,1,3,0,0,0.1,100
"1855",31,36,26,11,21,61,18,35,22,9,5,8,7,3,3,5,21,3,15,13,5,18,8,7,1,32,15,6,1,3,1,7,3,3,3,6,3,2,1,3,1,1,0,1,1,0,3,1,0,0,0.1,100
"1856",57,20,41,11,26,14,13,7,13,30,105,13,7,4,8,2,4,27,4,5,3,4,2,10,3,6,2,13,3,2,3,2,4,3,0,2,6,2,1,1,1,3,3,1,2,1,0,0,0,0,0.1,100
"1857",33,64,8,3,11,11,43,2,82,23,6,7,10,4,47,8,15,26,7,9,4,6,4,4,0,9,3,2,5,4,2,0,1,3,0,0,0,0,15,0,2,1,2,1,0,0,3,1,5,0,0.1,100
"1858",129,9,45,13,9,8,11,7,35,5,9,6,5,17,11,17,31,5,15,3,14,3,6,23,2,1,12,0,5,1,0,0,1,21,0,1,1,4,5,1,1,1,0,0,0,1,0,0,0,0,0.1,100
"1859",191,58,49,9,2,3,13,2,10,7,2,4,1,4,3,30,2,0,1,0,1,0,2,76,5,2,0,1,3,0,6,1,0,1,0,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0.1,100
"1860",38,18,262,11,2,13,8,10,9,9,6,26,2,3,1,15,3,5,3,1,1,3,2,0,2,0,9,3,1,1,2,0,1,2,6,2,1,1,2,4,1,0,2,1,0,0,1,0,0,0,0.1,100
