"","con","fix","row1","row2","b.div","logb"
"420",0.01,0,839,840,0.0680808560621291,-2.68705922044048
"421",0.01,0,841,842,0.247539940896766,-1.39618333263265
"422",0.01,0,843,844,0.16833580133497,-1.7817944770865
"423",0.01,0,845,846,0.115905383059726,-2.15498108398829
"424",0.01,0,847,848,0.0382867962647464,-3.26265018727956
"425",0.01,0,849,850,0.25990431758348,-1.34744172499296
"426",0.01,0,851,852,0.313986246966824,-1.15840609350182
"427",0.01,0,853,854,0.204848706300007,-1.58548359036186
"428",0.01,0,855,856,0.306365270989798,-1.18297719287333
"429",0.01,0,857,858,0.488862618879594,-0.715673771965654
"430",0.01,0,859,860,0.150644619428889,-1.89283172974966
"431",0.01,0,861,862,0.52464035883132,-0.645042281928805
"432",0.01,0,863,864,0.172289910364104,-1.7585766956997
"433",0.01,0,865,866,0.0593658151534397,-2.82403672074599
"434",0.01,0,867,868,0.122626272939686,-2.09861398039872
"435",0.01,0,869,870,0.4292524838973,-0.845709992623041
"436",0.01,0,871,872,0.323025791773213,-1.13002310825631
"437",0.01,0,873,874,0.0989512531575235,-2.31312794246072
"438",0.01,0,875,876,0.105194874102842,-2.2519407051238
"439",0.01,0,877,878,0.176626428559405,-1.73371834991727
"440",0.01,0,879,880,0.0312522794509714,-3.46566296302881
"441",0.01,0,881,882,0.0143352858574431,-4.24503123862183
"442",0.01,0,883,884,0.149787850474062,-1.89853531616776
"443",0.01,0,885,886,0.135175785503059,-2.00117923272256
"444",0.01,0,887,888,0.129839804541252,-2.04145386115854
"445",0.01,0,889,890,0.153512762793584,-1.87397157017619
"446",0.01,0,891,892,0.270391164471256,-1.30788561111917
"447",0.01,0,893,894,0.0427970136699992,-3.15128695289415
"448",0.01,0,895,896,0.10373902605048,-2.26587689847311
"449",0.01,0,897,898,0.161067769816749,-1.82593007202527
"450",0.01,0,899,900,0.321535379710932,-1.13464769560188
"451",0.01,0,901,902,0.318511369282916,-1.14409710827133
"452",0.01,0,903,904,0.105542539770959,-2.24864118675978
"453",0.01,0,905,906,0.164339310498637,-1.80582202206635
"454",0.01,0,907,908,0.27768169992961,-1.28127978554584
"455",0.01,0,909,910,0.271358618664558,-1.30431401680813
"456",0.01,0,911,912,0.0834428902435577,-2.48359283030422
"457",0.01,0,913,914,0.0834716296219144,-2.48324846986555
"458",0.01,0,915,916,0.255442777287438,-1.36475685807193
"459",0.01,0,917,918,0.0968545961136392,-2.33454443425473
"460",0.01,0,919,920,0.112937221736252,-2.18092317450653
"461",0.01,0,921,922,0.0887964951605625,-2.42140809867552
"462",0.01,0,923,924,0.0397626143375207,-3.22482814639964
"463",0.01,0,925,926,0.172257973335123,-1.75876208084112
"464",0.01,0,927,928,0.114315685868214,-2.16879148340453
"465",0.01,0,929,930,0.0581748514789345,-2.84430212280203
"466",0.01,0,931,932,0.206739293987949,-1.57629672882321
"467",0.01,0,933,934,0.514148896436384,-0.66524237369379
"468",0.01,0,935,936,0.283002805131312,-1.26229846926325
"469",0.01,0,937,938,0.21376435958559,-1.54288099407391
"470",0.01,0,939,940,0.0843407330048888,-2.47289033963096
"471",0.01,0,941,942,0.269483844165963,-1.31124683786613
"472",0.01,0,943,944,0.0740346136392017,-2.60322254325867
"473",0.01,0,945,946,0.0934442428351249,-2.3703903538791
"474",0.01,0,947,948,0.229825389334592,-1.47043543518571
"475",0.01,0,949,950,0.0795237082713162,-2.53170008453052
"476",0.01,0,951,952,0.620961371878458,-0.476486402077622
"477",0.01,0,953,954,0.273626549068538,-1.29599106187222
"478",0.01,0,955,956,0.600966616502975,-0.509215892573766
"479",0.01,0,957,958,0.0824010790354055,-2.49615674706258
"480",0.01,0,959,960,0.390067241071659,-0.941436141715605
"481",0.01,0,961,962,0.256190957969892,-1.36183218299988
"482",0.01,0,963,964,0.459644530297113,-0.777301848455755
"483",0.01,0,965,966,0.358987486624239,-1.02446774730124
"484",0.01,0,967,968,0.0314548493309715,-3.45920211595822
"485",0.01,0,969,970,0.128506514916546,-2.05177567619239
"486",0.01,0,971,972,0.241136479147286,-1.4223922022651
"487",0.01,0,973,974,0.0653940597377701,-2.72732385434196
"488",0.01,0,975,976,0.0526024664836824,-2.94499226901308
"489",0.01,0,977,978,0.463377955671459,-0.769212238958163
"490",0.01,0,979,980,0.00488861334665341,-5.32084658490023
"491",0.01,0,981,982,0.188698375986226,-1.66760543297098
"492",0.01,0,983,984,0.0385315703993669,-3.25627736334006
"493",0.01,0,985,986,0.552636908520429,-0.593054078060118
"494",0.01,0,987,988,0.272199066376801,-1.30122161868689
"495",0.01,0,989,990,0.368394210559805,-0.998601689817288
"496",0.01,0,991,992,0.191729760458197,-1.6516683960231
"497",0.01,0,993,994,0.287082049904874,-1.24798721591046
"498",0.01,0,995,996,0.0706410871367127,-2.65014333298729
"499",0.01,0,997,998,0.440386584628514,-0.820102336385696
"500",0.01,0,999,1000,0.916994531133148,-0.0866537706113424
"501",0.01,100,1001,1002,0.474570468122838,-0.745345161689297
"502",0.01,100,1003,1004,0.198217877199947,-1.61838846337407
"503",0.01,100,1005,1006,0.185361516420391,-1.68544721794418
"504",0.01,100,1007,1008,0.310368645217709,-1.16999450989355
"505",0.01,100,1009,1010,0.222416703290504,-1.50320261470244
"506",0.01,100,1011,1012,0.0994999447316312,-2.30759819027874
"507",0.01,100,1013,1014,0.387974129891096,-0.946816617120188
"508",0.01,100,1015,1016,0.404127564654827,-0.906024696764715
"509",0.01,100,1017,1018,0.00749726000899949,-4.89321765732332
"510",0.01,100,1019,1020,0.220978143476051,-1.50969148065355
"511",0.01,100,1021,1022,0.39473694002237,-0.929535710567537
"512",0.01,100,1023,1024,0.78035792197879,-0.248002590217347
"513",0.01,100,1025,1026,0.125235976583103,-2.07755550869389
"514",0.01,100,1027,1028,0.447330180995329,-0.804458297098749
"515",0.01,100,1029,1030,0.147308988568371,-1.9152229351868
"516",0.01,100,1031,1032,0.0742327322546721,-2.60055009057275
"517",0.01,100,1033,1034,0.157251524032217,-1.84990869166975
"518",0.01,100,1035,1036,0.0132164729351288,-4.32629127780074
"519",0.01,100,1037,1038,0.0428402729181246,-3.15027666278505
"520",0.01,100,1039,1040,0.28714684099926,-1.2477615529538
"521",0.01,100,1041,1042,0.270306559707862,-1.30819855774462
"522",0.01,100,1043,1044,0.350890153222459,-1.04728205827869
"523",0.01,100,1045,1046,0.386125717593709,-0.951592269295887
"524",0.01,100,1047,1048,0.0616954965172486,-2.78554434073066
"525",0.01,100,1049,1050,0.435324729939158,-0.831663020782914
"526",0.01,100,1051,1052,0.289953073530216,-1.23803618450819
"527",0.01,100,1053,1054,0.105150411071206,-2.25236346746203
"528",0.01,100,1055,1056,0.133918143187297,-2.01052653742598
"529",0.01,100,1057,1058,0.363508729712595,-1.01195196658141
"530",0.01,100,1059,1060,0.483931119228567,-0.725812698036794
"531",0.01,100,1061,1062,0.236121341994241,-1.44340944509945
"532",0.01,100,1063,1064,0.0592931010044024,-2.82526232031312
"533",0.01,100,1065,1066,0.0336401828740887,-3.39203400768263
"534",0.01,100,1067,1068,0.139687553884598,-1.96834710842328
"535",0.01,100,1069,1070,0.351910412608843,-1.04437864541108
"536",0.01,100,1071,1072,0.555297844282439,-0.588250652819477
"537",0.01,100,1073,1074,0.0651956279320119,-2.73036286855539
"538",0.01,100,1075,1076,0.026535530670537,-3.6292706640126
"539",0.01,100,1077,1078,0.0843990247222976,-2.47219943287
"540",0.01,100,1079,1080,0.164528981379884,-1.80466854569322
"541",0.01,100,1081,1082,0.545554771424417,-0.605952072838409
"542",0.01,100,1083,1084,0.357472939931803,-1.02869561221135
"543",0.01,100,1085,1086,0.0848580318814249,-2.46677563201256
"544",0.01,100,1087,1088,0.0698784540532009,-2.6609979168402
"545",0.01,100,1089,1090,0.335530297155358,-1.0920430221607
"546",0.01,100,1091,1092,0.221623911372266,-1.5067734266257
"547",0.01,100,1093,1094,0.424781389795235,-0.856180619347316
"548",0.01,100,1095,1096,0.00224944203293324,-6.09707307888227
"549",0.01,100,1097,1098,0.150734861845973,-1.89223286734935
"550",0.01,100,1099,1100,0.326816726936226,-1.11835573329077
"551",0.01,100,1101,1102,0.478174194593284,-0.737780189041596
"552",0.01,100,1103,1104,0.16274909443511,-1.81554556205573
"553",0.01,100,1105,1106,0.330811670713276,-1.10620603618505
"554",0.01,100,1107,1108,0.501656616349125,-0.689839424523515
"555",0.01,100,1109,1110,0.502094621252119,-0.688966688502106
"556",0.01,100,1111,1112,0.447276877681459,-0.80457746296809
"557",0.01,100,1113,1114,0.0740646236682737,-2.60281727406177
"558",0.01,100,1115,1116,0.191269118915335,-1.65407384308722
"559",0.01,100,1117,1118,0.0957200239241287,-2.34632776600333
"560",0.01,100,1119,1120,0.059556166392571,-2.82083543870848
"561",0.01,100,1121,1122,0.435629301805792,-0.830963622495636
"562",0.01,100,1123,1124,0.00032663203940079,-8.02667628242067
"563",0.01,100,1125,1126,0.145063930058778,-1.93058073677098
"564",0.01,100,1127,1128,0.0268007013110351,-3.6193272234855
"565",0.01,100,1129,1130,0.095508236759566,-2.3485427864234
"566",0.01,100,1131,1132,0.149512998794245,-1.9003719414747
"567",0.01,100,1133,1134,0.19258121971332,-1.64723729364909
"568",0.01,100,1135,1136,0.33473057818739,-1.0944293149517
"569",0.01,100,1137,1138,0.169427917004146,-1.77532771102601
"570",0.01,100,1139,1140,0.260315757071086,-1.34585993454142
"571",0.01,100,1141,1142,0.296890290440609,-1.2143926008775
"572",0.01,100,1143,1144,0.277259721191877,-1.28280059045606
"573",0.01,100,1145,1146,0.20976514421369,-1.56176673498404
"574",0.01,100,1147,1148,0.0828744669639269,-2.49042826230462
"575",0.01,100,1149,1150,0.489303942100958,-0.714771424106069
"576",0.01,100,1151,1152,0.0206489499585621,-3.88009081033228
"577",0.01,100,1153,1154,0.0441423425901086,-3.1203358077424
"578",0.01,100,1155,1156,0.223486799700036,-1.49840292841753
"579",0.01,100,1157,1158,0.113552227355569,-2.17549239498607
"580",0.01,100,1159,1160,0.0811760998567298,-2.51113441187985
"581",0.01,100,1161,1162,0.188054324920283,-1.67102439555183
