sample.x	sample.y	jsd
B2-3	B2-4	0.168404297433434
B2-4	B2-4	0
B3-1	B2-4	0.254140280935464
B3-2	B2-4	0.321264710812009
B3-3	B2-4	0.275038847298631
B3-4	B2-4	0.334761579381061
C1	B2-4	0.0171497631831862
C2	B2-4	0.00175071411240644
C3	B2-4	0.0638608677087927
F1	B2-4	0.277615196656646
F2	B2-4	0.344649699857715
F3	B2-4	0.244083468697789
F4	B2-4	0.32063995040712
G1	B2-4	0.307232008581815
H3	B2-4	0.34009991711265
B1-1	B3-1	0.133538126285595
B1-2	B3-1	0.0823438005101547
B1-3	B3-1	0.130123163017227
B1-4	B3-1	0.10736635603581
B2-1	B3-1	0.156977826485478
B2-2	B3-1	0.156977826485478
B2-3	B3-1	0.0991762275929942
B2-4	B3-1	0.254140280935464
B3-1	B3-1	0
B3-2	B3-1	0.12225560437894
B3-3	B3-1	0.0443871295519905
B3-4	B3-1	0.141663739698716
C1	B3-1	0.273728025084951
C2	B3-1	0.260052722415475
C3	B3-1	0.304794486771567
F1	B3-1	0.105229818853259
F2	B3-1	0.151991792397951
F3	B3-1	0.082793963958723
F4	B3-1	0.126220256754922
G1	B3-1	0.0734290265586433
H3	B3-1	0.168912681662221
B1-1	B3-2	0.00440084287478478
B1-2	B3-2	0.0116335407575047
B1-3	B3-2	0.0119454127738436
B1-4	B3-2	0.0991452640594418
B2-1	B3-2	0.00951746234751506
B2-2	B3-2	0.00951746234751509
B2-3	B3-2	0.0529230094383163
B2-4	B3-2	0.321264710812009
B3-1	B3-2	0.12225560437894
B3-2	B3-2	0
B3-3	B3-2	0.0308861289036734
B3-4	B3-2	0.00572358003299516
C1	B3-2	0.334254697109236
C2	B3-2	0.326759944093924
C3	B3-2	0.369007482053276
F1	B3-2	0.0103479235519327
F2	B3-2	0.00877390985009759
F3	B3-2	0.0514773419218836
F4	B3-2	0.0198701478328821
G1	B3-2	0.289480871408716
H3	B3-2	0.312842652145846
B1-1	B3-3	0.0381942411041557
B1-2	B3-3	0.0134647321017265
B1-3	B3-3	0.0380460065301774
B1-4	B3-3	0.0791076153442725
B2-1	B3-3	0.0533615953817391
B2-2	B3-3	0.0533615953817391
B2-3	B3-3	0.0444461698380024
B2-4	B3-3	0.275038847298631
B3-1	B3-3	0.0443871295519905
B3-2	B3-3	0.0308861289036734
B3-3	B3-3	0
B3-4	B3-3	0.04164671040569
C1	B3-3	0.291053565145929
C2	B3-3	0.280834918059561
C3	B3-3	0.326808200475618
F1	B3-3	0.0268062884759624
F2	B3-3	0.0499043576635021
F3	B3-3	0.0359396390941568
F4	B3-3	0.0398302354747506
G1	B3-3	0.169203743222368
H3	B3-3	0.235132291430522
B1-1	B3-4	0.00578173707075513
B1-2	B3-4	0.0207430611446177
B1-3	B3-4	0.012205843404866
B1-4	B3-4	0.106571651054237
B2-1	B3-4	0.00431200533943587
B2-2	B3-4	0.00431200533943588
B2-3	B3-4	0.0607856595597483
B2-4	B3-4	0.334761579381061
B3-1	B3-4	0.141663739698716
B3-2	B3-4	0.00572358003299516
B3-3	B3-4	0.04164671040569
B3-4	B3-4	0
C1	B3-4	0.346351450329884
C2	B3-4	0.339863416882992
C3	B3-4	0.380283814004392
F1	B3-4	0.0171664863370177
F2	B3-4	0.00426820381408521
F3	B3-4	0.0577454664270905
F4	B3-4	0.0213863785464171
G1	B3-4	0.311446399971233
H3	B3-4	0.337908779962234
B1-1	C1	0.350750658502332
B1-2	C1	0.305012724306186
B1-3	C1	0.339097554052541
B1-4	C1	0.312024744594973
B2-1	C1	0.363919953799844
B2-2	C1	0.363919953799844
B2-3	C1	0.175724296984218
B2-4	C1	0.0171497631831862
B3-1	C1	0.273728025084951
B3-2	C1	0.334254697109236
B3-3	C1	0.291053565145929
B3-4	C1	0.346351450329884
C1	C1	0
C2	C1	0.0190779000188803
C3	C1	0.121301685500233
F1	C1	0.292527190875558
F2	C1	0.356077966120054
F3	C1	0.261532698791379
F4	C1	0.332475434557215
G1	C1	0.324531355978727
H3	C1	0.354949237588045
B1-1	C2	0.343777921889394
B1-2	C2	0.293293029304781
B1-3	C2	0.332382389047041
B1-4	C2	0.300243366978393
B2-1	C2	0.357934950842686
B2-2	C2	0.357934950842686
B2-3	C2	0.173518548527583
B2-4	C2	0.00175071411240644
B3-1	C2	0.260052722415475
B3-2	C2	0.326759944093924
B3-3	C2	0.280834918059561
B3-4	C2	0.339863416882992
C1	C2	0.0190779000188803
C2	C2	0
C3	C2	0.0563917586808229
F1	C2	0.283570206809084
F2	C2	0.349707839173284
F3	C2	0.250200810935808
F4	C2	0.325654230638777
G1	C2	0.311068505252136
H3	C2	0.343362255315372
B1-1	C3	0.383810162208945
B1-2	C3	0.333586699823668
B1-3	C3	0.372914173399319
B1-4	C3	0.341106071663264
B2-1	C3	0.395876666018483
B2-2	C3	0.395876666018483
B2-3	C3	0.241069141534087
B2-4	C3	0.0638608677087927
B3-1	C3	0.304794486771567
B3-2	C3	0.369007482053276
B3-3	C3	0.326808200475618
B3-4	C3	0.380283814004392
C1	C3	0.121301685500233
C2	C3	0.0563917586808229
C3	C3	0
F1	C3	0.329682143601034
F2	C3	0.388660854351002
F3	C3	0.297277869030716
F4	C3	0.366542988807781
G1	C3	0.342718257367372
H3	C3	0.369795317168911
B1-1	F1	0.0220432768304854
B1-2	F1	0.0187861369036686
B1-3	F1	0.0215794962152237
B1-4	F1	0.0917928892249744
B2-1	F1	0.0274686566018608
B2-2	F1	0.0274686566018607
B2-3	F1	0.0358347936008722
B2-4	F1	0.277615196656646
B3-1	F1	0.105229818853259
B3-2	F1	0.0103479235519327
B3-3	F1	0.0268062884759624
B3-4	F1	0.0171664863370177
C1	F1	0.292527190875558
C2	F1	0.283570206809084
C3	F1	0.329682143601034
F1	F1	0
F2	F1	0.0243294740807439
F3	F1	0.0372511345960736
F4	F1	0.0267840824773793
G1	F1	0.265879663230254
H3	F1	0.302417256108363
B1-1	F2	0.00581345996208175
B1-2	F2	0.0243379865073335
B1-3	F2	0.0168848946829991
B1-4	F2	0.115049639042446
B2-1	F2	0.0018810316916993
B2-2	F2	0.0018810316916993
B2-3	F2	0.0713634060126087
B2-4	F2	0.344649699857715
B3-1	F2	0.151991792397951
B3-2	F2	0.00877390985009759
B3-3	F2	0.0499043576635021
B3-4	F2	0.00426820381408521
C1	F2	0.356077966120054
C2	F2	0.349707839173284
C3	F2	0.388660854351002
F1	F2	0.0243294740807439
F2	F2	0
F3	F2	0.0694261623899847
F4	F2	0.0272415476429287
G1	F2	0.321238983065118
H3	F2	0.346096422134523
B1-1	F3	0.0574956932101335
B1-2	F3	0.036960330971207
B1-3	F3	0.0644013564998103
B1-4	F3	0.0798299685569001
B2-1	F3	0.0745887682101322
B2-2	F3	0.0745887682101322
B2-3	F3	0.050897140225322
B2-4	F3	0.244083468697789
B3-1	F3	0.082793963958723
B3-2	F3	0.0514773419218836
B3-3	F3	0.0359396390941568
B3-4	F3	0.0577454664270905
C1	F3	0.261532698791379
C2	F3	0.250200810935808
C3	F3	0.297277869030716
F1	F3	0.0372511345960736
F2	F3	0.0694261623899847
F3	F3	0
F4	F3	0.0666853669378894
G1	F3	0.217969709231201
H3	F3	0.230543002314337
B1-1	F4	0.0260420520912369
B1-2	F4	0.0339647331854443
B1-3	F4	0.00178770079790358
B1-4	F4	0.0889945880189994
B2-1	F4	0.027684051132557
B2-2	F4	0.027684051132557
B2-3	F4	0.0434851375409155
B2-4	F4	0.32063995040712
B3-1	F4	0.126220256754922
B3-2	F4	0.0198701478328821
B3-3	F4	0.0398302354747506
B3-4	F4	0.0213863785464171
C1	F4	0.332475434557215
C2	F4	0.325654230638777
C3	F4	0.366542988807781
F1	F4	0.0267840824773793
F2	F4	0.0272415476429287
F3	F4	0.0666853669378894
F4	F4	0
G1	F4	0.291034963187083
H3	F4	0.314506209628832
B1-1	G1	0.298428440998615
B1-2	G1	0.228463818732363
B1-3	G1	0.297992854080825
B1-4	G1	0.233897964677176
B2-1	G1	0.325556699790523
B2-2	G1	0.325556699790523
B2-3	G1	0.242993468932416
B2-4	G1	0.307232008581815
B3-1	G1	0.0734290265586433
B3-2	G1	0.289480871408716
B3-3	G1	0.169203743222368
B3-4	G1	0.311446399971233
C1	G1	0.324531355978727
C2	G1	0.311068505252136
C3	G1	0.342718257367372
F1	G1	0.265879663230254
F2	G1	0.321238983065118
F3	G1	0.217969709231201
F4	G1	0.291034963187083
G1	G1	0
H3	G1	0.142436257021997
B1-1	H3	0.314974958728774
B1-2	H3	0.256792297200592
B1-3	H3	0.321986446999738
B1-4	H3	0.255505337692805
B2-1	H3	0.349625261620749
B2-2	H3	0.349625261620749
B2-3	H3	0.27547315902779
B2-4	H3	0.34009991711265
B3-1	H3	0.168912681662221
B3-2	H3	0.312842652145846
B3-3	H3	0.235132291430522
B3-4	H3	0.337908779962234
C1	H3	0.354949237588045
C2	H3	0.343362255315372
C3	H3	0.369795317168911
F1	H3	0.302417256108363
F2	H3	0.346096422134523
F3	H3	0.230543002314337
F4	H3	0.314506209628832
G1	H3	0.142436257021997
H3	H3	0
