sample.x	sample.y	jsd
ERR2493644	ERR2493562	0.0798373390211805
ERR2493645	ERR2493562	0.0142966141504647
ERR2493646	ERR2493562	0.0216124729772953
ERR2493647	ERR2493562	0.00742434449292006
ERR2493648	ERR2493562	0.0313145436254073
ERR2493649	ERR2493562	0.02442666274275
ERR2493560	ERR2493563	0.0824417065246046
ERR2493561	ERR2493563	0.051555416637655
ERR2493562	ERR2493563	0.0616938490757303
ERR2493563	ERR2493563	0
ERR2493564	ERR2493563	0.0837050425230385
ERR2493565	ERR2493563	0.035674852857379
ERR2493566	ERR2493563	0.0904215673788033
ERR2493567	ERR2493563	0.0163140668284774
ERR2493568	ERR2493563	0.0431087257535042
ERR2493569	ERR2493563	0.0899827469127608
ERR2493570	ERR2493563	0.0187896920710699
ERR2493571	ERR2493563	0.0521161466890407
ERR2493572	ERR2493563	0.0128240034593837
ERR2493573	ERR2493563	0.0519221490994263
ERR2493574	ERR2493563	0.0150220177216649
ERR2493575	ERR2493563	0.0667852036800143
ERR2493576	ERR2493563	0.0114847670555858
ERR2493577	ERR2493563	0.0565159075881449
ERR2493578	ERR2493563	0.0820784317842434
ERR2493579	ERR2493563	0.0189518066984467
ERR2493580	ERR2493563	0.0467241448288241
ERR2493581	ERR2493563	0.0130733689587288
ERR2493582	ERR2493563	0.0634644890546801
ERR2493583	ERR2493563	0.0111669405216435
ERR2493584	ERR2493563	0.0741005523206568
ERR2493585	ERR2493563	0.0132359869332595
ERR2493586	ERR2493563	0.0614925216469114
ERR2493587	ERR2493563	0.0855266290432943
ERR2493588	ERR2493563	0.025561456851694
ERR2493589	ERR2493563	0.070997831964645
ERR2493590	ERR2493563	0.0236792635860726
ERR2493591	ERR2493563	0.0833537315507931
ERR2493592	ERR2493563	0.0234501655941618
ERR2493593	ERR2493563	0.0504346279114098
ERR2493594	ERR2493563	0.0252729211145193
ERR2493595	ERR2493563	0.0800343262373083
ERR2493596	ERR2493563	0.0802485883241607
ERR2493597	ERR2493563	0.0207097038637909
ERR2493598	ERR2493563	0.044341721725778
ERR2493599	ERR2493563	0.0311829476205628
ERR2493600	ERR2493563	0.0502574489645428
ERR2493601	ERR2493563	0.00981380102711268
ERR2493602	ERR2493563	0.0633861040915398
ERR2493603	ERR2493563	0.0144095207099392
ERR2493604	ERR2493563	0.0385663763662015
ERR2493605	ERR2493563	0.0944970666115443
ERR2493606	ERR2493563	0.00905689934039098
ERR2493607	ERR2493563	0.0720424408479058
ERR2493608	ERR2493563	0.0238311353963894
ERR2493609	ERR2493563	0.0680024751528607
ERR2493610	ERR2493563	0.0350540306766795
ERR2493611	ERR2493563	0.0625684262271744
ERR2493612	ERR2493563	0.0323372844440762
ERR2493613	ERR2493563	0.067569597655489
ERR2493614	ERR2493563	0.0979037977194271
ERR2493615	ERR2493563	0.0169809832361422
ERR2493616	ERR2493563	0.0686003295566015
ERR2493617	ERR2493563	0.0259863736629112
ERR2493618	ERR2493563	0.0786471892512874
ERR2493619	ERR2493563	0.0272599542371064
ERR2493620	ERR2493563	0.0166408552268489
ERR2493621	ERR2493563	0.0601176438330287
ERR2493622	ERR2493563	0.052409268524767
ERR2493623	ERR2493563	0.0894196129725537
ERR2493624	ERR2493563	0.0706455955384549
ERR2493625	ERR2493563	0.0182178753451333
ERR2493626	ERR2493563	0.0989978762255023
ERR2493627	ERR2493563	0.022367746297438
ERR2493628	ERR2493563	0.069843328923374
ERR2493629	ERR2493563	0.0507387353438682
ERR2493630	ERR2493563	0.0731270285544581
ERR2493631	ERR2493563	0.0458967458409809
ERR2493632	ERR2493563	0.0733740152466334
ERR2493633	ERR2493563	0.0194464652479476
ERR2493634	ERR2493563	0.118900582395312
ERR2493635	ERR2493563	0.0185983121080753
ERR2493636	ERR2493563	0.100765702447095
ERR2493637	ERR2493563	0.0586807464328284
ERR2493638	ERR2493563	0.082386025291253
ERR2493639	ERR2493563	0.0480220114437659
ERR2493640	ERR2493563	0.0424119308354234
ERR2493641	ERR2493563	0.0749064927714546
ERR2493642	ERR2493563	0.0379825393768041
ERR2493643	ERR2493563	0.0934240396175976
ERR2493644	ERR2493563	0.0624868011442944
ERR2493645	ERR2493563	0.0853140212982098
ERR2493646	ERR2493563	0.0300251936933654
ERR2493647	ERR2493563	0.0575145638245065
ERR2493648	ERR2493563	0.0201237755580268
ERR2493649	ERR2493563	0.0557776339452645
ERR2493560	ERR2493564	0.0661622011761012
ERR2493561	ERR2493564	0.0928362142743815
ERR2493562	ERR2493564	0.0192367588667095
ERR2493563	ERR2493564	0.0837050425230385
ERR2493564	ERR2493564	0
ERR2493565	ERR2493564	0.0482216587557518
ERR2493566	ERR2493564	0.00298195487043486
ERR2493567	ERR2493564	0.0981486613478672
ERR2493568	ERR2493564	0.0362918318011676
ERR2493569	ERR2493564	0.0894929304779028
ERR2493570	ERR2493564	0.074120593246475
ERR2493571	ERR2493564	0.0265494953312518
ERR2493572	ERR2493564	0.100645509211075
ERR2493573	ERR2493564	0.0291807048898411
ERR2493574	ERR2493564	0.117620485489873
ERR2493575	ERR2493564	0.0210171002139113
ERR2493576	ERR2493564	0.0908976470932496
ERR2493577	ERR2493564	0.0371774521011912
ERR2493578	ERR2493564	0.0705509772222772
ERR2493579	ERR2493564	0.0663625007513181
ERR2493580	ERR2493564	0.0417959427981006
ERR2493581	ERR2493564	0.0732215784938525
ERR2493582	ERR2493564	0.049057340402822
ERR2493583	ERR2493564	0.0856079239344366
ERR2493584	ERR2493564	0.00301836323326521
ERR2493585	ERR2493564	0.0730060282878235
ERR2493586	ERR2493564	0.0398371419318771
ERR2493587	ERR2493564	0.0656495812153466
ERR2493588	ERR2493564	0.0906598963696025
ERR2493589	ERR2493564	0.0107111744394804
ERR2493590	ERR2493564	0.101825767416323
ERR2493591	ERR2493564	0.00214617181370363
ERR2493592	ERR2493564	0.0845683253455133
ERR2493593	ERR2493564	0.0434900912787376
ERR2493594	ERR2493564	0.138804523836789
ERR2493595	ERR2493564	0.00313342360758877
ERR2493596	ERR2493564	0.0578757296430914
ERR2493597	ERR2493564	0.0753520028343511
ERR2493598	ERR2493564	0.037162031500213
ERR2493599	ERR2493564	0.111599101797553
ERR2493600	ERR2493564	0.0522865372136374
ERR2493601	ERR2493564	0.0853609227849826
ERR2493602	ERR2493564	0.0145103689682232
ERR2493603	ERR2493564	0.125639041019358
ERR2493604	ERR2493564	0.0449955526008831
ERR2493605	ERR2493564	0.0802829662011536
ERR2493606	ERR2493564	0.0812994985893534
ERR2493607	ERR2493564	0.0453102646508678
ERR2493608	ERR2493564	0.0732159407807699
ERR2493609	ERR2493564	0.0214169676699263
ERR2493610	ERR2493564	0.0590000454731642
ERR2493611	ERR2493564	0.0149363540273271
ERR2493612	ERR2493564	0.0560269139400036
ERR2493613	ERR2493564	0.0195960678059672
ERR2493614	ERR2493564	0.0834632921640271
ERR2493615	ERR2493564	0.0965625089878985
ERR2493616	ERR2493564	0.0362379577983999
ERR2493617	ERR2493564	0.088851296841122
ERR2493618	ERR2493564	0.055288498792827
ERR2493619	ERR2493564	0.101863826965569
ERR2493620	ERR2493564	0.104225184301759
ERR2493621	ERR2493564	0.0354397292675861
ERR2493622	ERR2493564	0.0621900243755389
ERR2493623	ERR2493564	0.0770025982178771
ERR2493624	ERR2493564	0.0536272997338539
ERR2493625	ERR2493564	0.0661512866918684
ERR2493626	ERR2493564	0.00367355206161151
ERR2493627	ERR2493564	0.0381370704470466
ERR2493628	ERR2493564	0.00366645844517547
ERR2493629	ERR2493564	0.0280544100432695
ERR2493630	ERR2493564	0.00765318178187372
ERR2493631	ERR2493564	0.0299948292785248
ERR2493632	ERR2493564	0.0581619939177552
ERR2493633	ERR2493564	0.0834120641816543
ERR2493634	ERR2493564	0.00855320726334681
ERR2493635	ERR2493564	0.0743607920832252
ERR2493636	ERR2493564	0.0047176399974554
ERR2493637	ERR2493564	0.0684484661732158
ERR2493638	ERR2493564	0.00708764621368214
ERR2493639	ERR2493564	0.0422733657592233
ERR2493640	ERR2493564	0.0199361041004483
ERR2493641	ERR2493564	0.0569056184189574
ERR2493642	ERR2493564	0.0446485702796631
ERR2493643	ERR2493564	0.00571518680716972
ERR2493644	ERR2493564	0.0927026273785072
ERR2493645	ERR2493564	0.00480723089538434
ERR2493646	ERR2493564	0.0477710051379322
ERR2493647	ERR2493564	0.0284117171510931
ERR2493648	ERR2493564	0.0598429190065966
ERR2493649	ERR2493564	0.0230318751961957
ERR2493560	ERR2493565	0.0322744249955489
ERR2493561	ERR2493565	0.0351019874556206
ERR2493562	ERR2493565	0.0216712713257997
ERR2493563	ERR2493565	0.035674852857379
ERR2493564	ERR2493565	0.0482216587557518
ERR2493565	ERR2493565	0
ERR2493566	ERR2493565	0.0544660963335871
ERR2493567	ERR2493565	0.0512271995203386
ERR2493568	ERR2493565	0.0245007952591601
ERR2493569	ERR2493565	0.0500762259824012
ERR2493570	ERR2493565	0.0238335305855497
ERR2493571	ERR2493565	0.0191454302188653
ERR2493572	ERR2493565	0.0441753702639526
ERR2493573	ERR2493565	0.0151217073133356
ERR2493574	ERR2493565	0.0588391535026654
ERR2493575	ERR2493565	0.0245841614913828
ERR2493576	ERR2493565	0.0341271472647471
ERR2493577	ERR2493565	0.0149808627432896
ERR2493578	ERR2493565	0.0329860325719739
ERR2493579	ERR2493565	0.0132397750770197
ERR2493580	ERR2493565	0.0142054737202615
ERR2493581	ERR2493565	0.01950713009299
ERR2493582	ERR2493565	0.0215738654635005
ERR2493583	ERR2493565	0.0371998352390429
ERR2493584	ERR2493565	0.040378392772147
ERR2493585	ERR2493565	0.0288585879364864
ERR2493586	ERR2493565	0.02060126524004
ERR2493587	ERR2493565	0.0318680393054866
ERR2493588	ERR2493565	0.0309324907524316
ERR2493589	ERR2493565	0.0278925362036635
ERR2493590	ERR2493565	0.0442490970159812
ERR2493591	ERR2493565	0.0481256980178666
ERR2493592	ERR2493565	0.0334496527027618
ERR2493593	ERR2493565	0.0201181339097886
ERR2493594	ERR2493565	0.0802859349298352
ERR2493595	ERR2493565	0.0460299025409903
ERR2493596	ERR2493565	0.0291997394145725
ERR2493597	ERR2493565	0.022272800127746
ERR2493598	ERR2493565	0.00942561433087208
ERR2493599	ERR2493565	0.0597265387580777
ERR2493600	ERR2493565	0.0153085108154247
ERR2493601	ERR2493565	0.0317459258751698
ERR2493602	ERR2493565	0.0269295500348289
ERR2493603	ERR2493565	0.0701392010707546
ERR2493604	ERR2493565	0.00907846031536477
ERR2493605	ERR2493565	0.0464290193305382
ERR2493606	ERR2493565	0.0290306363195461
ERR2493607	ERR2493565	0.0244628347893329
ERR2493608	ERR2493565	0.0248147274794472
ERR2493609	ERR2493565	0.0246017807567538
ERR2493610	ERR2493565	0.0104230281388581
ERR2493611	ERR2493565	0.0267914449332075
ERR2493612	ERR2493565	0.0159883746423641
ERR2493613	ERR2493565	0.0272273126312133
ERR2493614	ERR2493565	0.0521212443152988
ERR2493615	ERR2493565	0.0473195895837802
ERR2493616	ERR2493565	0.0308529927464923
ERR2493617	ERR2493565	0.0475031218000125
ERR2493618	ERR2493565	0.0345585901506852
ERR2493619	ERR2493565	0.0571279390406227
ERR2493620	ERR2493565	0.049033966795707
ERR2493621	ERR2493565	0.0151210038122647
ERR2493622	ERR2493565	0.0223337002603153
ERR2493623	ERR2493565	0.0430868902028333
ERR2493624	ERR2493565	0.0194891895198821
ERR2493625	ERR2493565	0.0259924505771732
ERR2493626	ERR2493565	0.0605851302584692
ERR2493627	ERR2493565	0.0143032503408279
ERR2493628	ERR2493565	0.0335960600734334
ERR2493629	ERR2493565	0.0106810335507334
ERR2493630	ERR2493565	0.0339260327257809
ERR2493631	ERR2493565	0.0147301694695081
ERR2493632	ERR2493565	0.0205878258523595
ERR2493633	ERR2493565	0.0350993831975442
ERR2493634	ERR2493565	0.0789953054340836
ERR2493635	ERR2493565	0.0278956196541067
ERR2493636	ERR2493565	0.0602020596089782
ERR2493637	ERR2493565	0.0171516643885854
ERR2493638	ERR2493565	0.0420054944121183
ERR2493639	ERR2493565	0.0204929525412595
ERR2493640	ERR2493565	0.0116282732159218
ERR2493641	ERR2493565	0.0330338105690668
ERR2493642	ERR2493565	0.0139910968504872
ERR2493643	ERR2493565	0.0555411452261308
ERR2493644	ERR2493565	0.0607722839326604
ERR2493645	ERR2493565	0.0441599336181234
ERR2493646	ERR2493565	0.0139025551401066
ERR2493647	ERR2493565	0.0197937044365177
ERR2493648	ERR2493565	0.0134403381652129
ERR2493649	ERR2493565	0.0255678485278957
ERR2493560	ERR2493566	0.0742676488343911
ERR2493561	ERR2493566	0.0986766734050117
ERR2493562	ERR2493566	0.0226334354737421
ERR2493563	ERR2493566	0.0904215673788033
ERR2493564	ERR2493566	0.00298195487043486
ERR2493565	ERR2493566	0.0544660963335871
ERR2493566	ERR2493566	0
ERR2493567	ERR2493566	0.103671750574072
ERR2493568	ERR2493566	0.0442636142907689
ERR2493569	ERR2493566	0.098536454621746
ERR2493570	ERR2493566	0.0820197175526602
ERR2493571	ERR2493566	0.031470346740307
ERR2493572	ERR2493566	0.106802351987216
ERR2493573	ERR2493566	0.0356785631296081
ERR2493574	ERR2493566	0.122747723041206
ERR2493575	ERR2493566	0.0249655672717705
ERR2493576	ERR2493566	0.0980777303143714
ERR2493577	ERR2493566	0.0449261303672699
ERR2493578	ERR2493566	0.0809033015798598
ERR2493579	ERR2493566	0.0732481025612206
ERR2493580	ERR2493566	0.0477291934031462
ERR2493581	ERR2493566	0.0803088239960213
ERR2493582	ERR2493566	0.0567108407047465
ERR2493583	ERR2493566	0.0909632105876224
ERR2493584	ERR2493566	0.00556117236735194
ERR2493585	ERR2493566	0.0799691258810101
ERR2493586	ERR2493566	0.0457131007907209
ERR2493587	ERR2493566	0.072482077212783
ERR2493588	ERR2493566	0.0979589824035701
ERR2493589	ERR2493566	0.0139154599094125
ERR2493590	ERR2493566	0.10701703401886
ERR2493591	ERR2493566	0.0029042629219438
ERR2493592	ERR2493566	0.0902346490267631
ERR2493593	ERR2493566	0.0518070957126209
ERR2493594	ERR2493566	0.141242820639323
ERR2493595	ERR2493566	0.00468502442032445
ERR2493596	ERR2493566	0.063823655345321
ERR2493597	ERR2493566	0.0847609916750941
ERR2493598	ERR2493566	0.042544085867885
ERR2493599	ERR2493566	0.117582390164878
ERR2493600	ERR2493566	0.0596440016375545
ERR2493601	ERR2493566	0.0921008120252494
ERR2493602	ERR2493566	0.016932162786111
ERR2493603	ERR2493566	0.129422663217073
ERR2493604	ERR2493566	0.0521012639301554
ERR2493605	ERR2493566	0.0894892698276235
ERR2493606	ERR2493566	0.0859178898204986
ERR2493607	ERR2493566	0.0482367379349248
ERR2493608	ERR2493566	0.0808145108899365
ERR2493609	ERR2493566	0.0244432631910975
ERR2493610	ERR2493566	0.065885886982014
ERR2493611	ERR2493566	0.0190213406714793
ERR2493612	ERR2493566	0.0626388316827112
ERR2493613	ERR2493566	0.023083236096778
ERR2493614	ERR2493566	0.0937177127167119
ERR2493615	ERR2493566	0.103724209482346
ERR2493616	ERR2493566	0.0391066175470977
ERR2493617	ERR2493566	0.095470862517176
ERR2493618	ERR2493566	0.0509084263853864
ERR2493619	ERR2493566	0.108575075552634
ERR2493620	ERR2493566	0.110078184423539
ERR2493621	ERR2493566	0.0392718707089985
ERR2493622	ERR2493566	0.0700132578206106
ERR2493623	ERR2493566	0.0866671518083445
ERR2493624	ERR2493566	0.061099904476933
ERR2493625	ERR2493566	0.0735189028946279
ERR2493626	ERR2493566	0.00248699387795078
ERR2493627	ERR2493566	0.0441393230097232
ERR2493628	ERR2493566	0.00702704901251878
ERR2493629	ERR2493566	0.0344070580120644
ERR2493630	ERR2493566	0.0112983496010608
ERR2493631	ERR2493566	0.0371099748877902
